tour,year,season,event_completed,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots,eagles_or_better,birdies,pars,bogies,doubles_or_worse
liv,2025,2025,2025-02-08,Riyadh,39,"Lee, Danny",11826,T33,1,Riyadh Golf Club,1,72,,,68,0.959,-0.709,1.173,-0.331,0.134,1.093,295.024,0.571,0.833,,,,,,0,6,10,2,0
liv,2025,2025,2025-02-08,Riyadh,39,"Koepka, Brooks",16243,T33,2,Riyadh Golf Club,1,72,,,67,0.452,2.136,-0.736,0.87,2.27,2.722,310.637,0.357,0.722,,,,,,1,6,8,3,0
liv,2025,2025,2025-02-08,Riyadh,39,"Koepka, Brooks",16243,T33,3,Riyadh Golf Club,1,72,,,70,-1.286,0.28,0.475,0.678,1.434,0.148,306.39,0.786,0.778,,,,,,0,5,10,3,0
liv,2025,2025,2025-02-08,Riyadh,39,"Lee, Danny",11826,T33,2,Riyadh Golf Club,1,72,,,74,0.373,-0.184,-2.225,-2.241,-4.651,-4.278,281.757,0.214,0.611,,,,,,0,2,12,4,0
liv,2025,2025,2025-02-08,Riyadh,39,"Lee, Danny",11826,T33,3,Riyadh Golf Club,1,72,,,69,1.537,0.049,-0.405,-0.033,-0.389,1.148,298.325,0.571,0.778,,,,,,0,4,13,1,0
liv,2025,2025,2025-02-08,Riyadh,39,"Kjettrup, Frederik",24660,T33,1,Riyadh Golf Club,1,72,,,73,0.071,-1.824,-1.558,-0.596,-3.978,-3.907,285.189,0.5,0.611,,,,,,0,3,11,4,0
liv,2025,2025,2025-02-08,Riyadh,39,"Kjettrup, Frederik",24660,T33,2,Riyadh Golf Club,1,72,,,70,-0.021,-0.727,1.046,-0.576,-0.257,-0.278,291.528,0.429,0.778,,,,,,0,3,14,1,0
liv,2025,2025,2025-02-08,Riyadh,39,"Kjettrup, Frederik",24660,T33,3,Riyadh Golf Club,1,72,,,68,0.691,-0.492,0.46,1.489,1.457,2.148,288.554,0.857,0.889,,,,,,0,5,12,1,0
liv,2025,2025,2025-02-08,Riyadh,39,"Koepka, Brooks",16243,T33,1,Riyadh Golf Club,1,72,,,74,-2.049,1.577,-2.77,-1.666,-2.859,-4.907,330.715,0.5,0.611,,,,,,0,5,8,3,2
liv,2025,2025,2025-02-08,Riyadh,39,"Schwartzel, Charl",7398,T33,1,Riyadh Golf Club,1,72,,,73,-1.717,0.919,-3.006,-0.104,-2.19,-3.907,302.728,0.571,0.667,,,,,,0,3,13,0,2
liv,2025,2025,2025-02-08,Riyadh,39,"Schwartzel, Charl",7398,T33,3,Riyadh Golf Club,1,72,,,68,1.015,0.583,0.439,0.11,1.133,2.148,278.203,0.714,0.833,,,,,,0,6,10,2,0
liv,2025,2025,2025-02-08,Riyadh,39,"Niemann, Joaquin",18079,T33,1,Riyadh Golf Club,1,72,,,67,0.506,-0.269,1.276,0.579,1.586,2.093,308.24,0.571,0.889,,,,,,0,7,9,2,0
liv,2025,2025,2025-02-08,Riyadh,39,"Niemann, Joaquin",18079,T33,2,Riyadh Golf Club,1,72,,,71,-2.503,0.156,0.41,0.659,1.225,-1.278,300.849,0.571,0.833,,,,,,0,2,15,1,0
liv,2025,2025,2025-02-08,Riyadh,39,"Niemann, Joaquin",18079,T33,3,Riyadh Golf Club,1,72,,,73,-1.146,-1.745,0.257,-0.218,-1.706,-2.852,316.721,0.429,0.722,,,,,,0,2,13,3,0
liv,2025,2025,2025-02-08,Riyadh,39,"Bland, Richard",6516,T40,1,Riyadh Golf Club,1,72,,,70,-1.528,-0.948,1.023,0.545,0.62,-0.907,301.326,0.714,0.889,,,,,,0,4,12,2,0
liv,2025,2025,2025-02-08,Riyadh,39,"Bland, Richard",6516,T40,2,Riyadh Golf Club,1,72,,,72,-0.111,0.21,-2.592,0.215,-2.166,-2.278,283.014,0.786,0.611,,,,,,0,5,8,5,0
liv,2025,2025,2025-02-08,Riyadh,39,"Bland, Richard",6516,T40,3,Riyadh Golf Club,1,72,,,70,-0.171,0.693,0.125,-0.498,0.32,0.148,296.174,0.5,0.667,,,,,,0,4,12,2,0
liv,2025,2025,2025-02-08,Riyadh,39,"Schwartzel, Charl",7398,T33,2,Riyadh Golf Club,1,72,,,70,2.205,-0.971,0.73,-2.241,-2.482,-0.278,265.349,0.5,0.722,,,,,,0,4,12,2,0
liv,2025,2025,2025-02-08,Riyadh,39,"Lee, Chieh-Po",16563,T40,1,Riyadh Golf Club,1,72,,,70,-1.092,-0.048,-0.202,0.434,0.185,-0.907,300.829,0.571,0.833,,,,,,0,4,12,2,0
liv,2025,2025,2025-02-08,Riyadh,39,"Jones, Matt",8605,T33,3,Riyadh Golf Club,1,72,,,69,0.382,0.463,1.309,-1.006,0.766,1.148,299.3,0.5,0.833,,,,,,0,4,13,1,0
liv,2025,2025,2025-02-08,Riyadh,39,"Jones, Matt",8605,T33,1,Riyadh Golf Club,1,72,,,74,-4.384,-0.981,-0.071,0.529,-0.523,-4.907,319.939,0.5,0.778,,,,,,0,2,12,4,0
liv,2025,2025,2025-02-08,Riyadh,39,"Ormsby, Wade",7532,T25,3,Riyadh Golf Club,1,72,,,69,1.539,0.663,-0.574,-0.479,-0.39,1.148,270.601,0.5,0.833,,,,,,0,4,13,1,0
