tour,year,season,event_completed,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots,eagles_or_better,birdies,pars,bogies,doubles_or_worse
liv,2026,2026,2026-01-11,Promotions Event,53,"Hellgren, Bjorn",16231,,3,Black Diamond Ranch - Ranch Course,1,70,,,70,,,,,,-0.455,,,,,,,,,0,5,9,3,1
liv,2026,2026,2026-01-11,Promotions Event,53,"Park, Sungkug",15550,,1,Black Diamond Ranch - Ranch Course,1,70,,,68,,,,,,1.75,,,,,,,,,0,4,12,2,0
liv,2026,2026,2026-01-11,Promotions Event,53,"Florimo, Will",25780,,2,Black Diamond Ranch - Ranch Course,1,70,,,70,,,,,,-0.553,,,,,,,,,0,1,16,1,0
liv,2026,2026,2026-01-11,Promotions Event,53,"Florimo, Will",25780,,1,Black Diamond Ranch - Ranch Course,1,70,,,68,,,,,,1.75,,,,,,,,,0,5,10,3,0
liv,2026,2026,2026-01-11,Promotions Event,53,"Truslow, Austen",18239,,2,Black Diamond Ranch - Ranch Course,1,70,,,71,,,,,,-1.553,,,,,,,,,0,1,15,2,0
liv,2026,2026,2026-01-11,Promotions Event,53,"Truslow, Austen",18239,,1,Black Diamond Ranch - Ranch Course,1,70,,,67,,,,,,2.75,,,,,,,,,0,6,9,3,0
liv,2026,2026,2026-01-11,Promotions Event,53,"Prateeptienchai, Suteepat",21231,,2,Black Diamond Ranch - Ranch Course,1,70,,,71,,,,,,-1.553,,,,,,,,,0,3,11,4,0
liv,2026,2026,2026-01-11,Promotions Event,53,"Prateeptienchai, Suteepat",21231,,1,Black Diamond Ranch - Ranch Course,1,70,,,66,,,,,,3.75,,,,,,,,,0,5,12,1,0
liv,2026,2026,2026-01-11,Promotions Event,53,"Foos, Dominic",17022,,2,Black Diamond Ranch - Ranch Course,1,70,,,70,,,,,,-0.553,,,,,,,,,0,3,12,3,0
liv,2026,2026,2026-01-11,Promotions Event,53,"Foos, Dominic",17022,,1,Black Diamond Ranch - Ranch Course,1,70,,,67,,,,,,2.75,,,,,,,,,0,6,10,1,1
