year,event_id,event_start_date,event_name,dg_id,player_name,p_win_raw,p_win_share,close_odds,p_odds_share,sg_total_L40,sg_total_L24,sg_total_L12,days_since_last_round,finish_num,pred_rank
2026,2,2026-01-22,The American Express,18417,"Scheffler, Scottie",0.17374279286120808,0.10740101603170711,3.4,0.18918265137965753,2.99405,3.110625,2.4290833333333333,45,1.0,1
2026,2,2026-01-22,The American Express,23816,"Valimaki, Sami",0.06912673563403751,0.042731451013232086,131.0,0.004910084081609431,1.16205,1.4202083333333333,2.7261666666666673,59,,2
2026,2,2026-01-22,The American Express,24968,"Griffin, Ben",0.06594199886839522,0.04076277099611764,19.0,0.03385373761530713,1.7943500000000001,1.991583333333333,2.0534166666666667,3,24.0,3
2026,2,2026-01-22,The American Express,17646,"Fitzpatrick, Matt",0.0533143140126459,0.032956828883059286,31.0,0.020749064990026954,1.931775,2.178541666666667,1.5849166666666665,66,63.0,4
2026,2,2026-01-22,The American Express,14609,"Kim, Si Woo",0.03493323091931206,0.021594360446372494,36.0,0.017867250408078766,1.0635249999999998,1.4620833333333334,1.7194166666666668,3,6.0,5
2026,2,2026-01-22,The American Express,10419,"Noren, Alex",0.03232017216907157,0.019979069474559,46.0,0.013983065536757294,1.707675,1.3785833333333333,1.4175833333333332,45,,6
2026,2,2026-01-22,The American Express,23838,"Hojgaard, Rasmus",0.030971846420375683,0.01914558710117888,46.0,0.013983065536757294,1.6186,1.547125,1.2908333333333335,66,44.0,7
2026,2,2026-01-22,The American Express,14578,"Henley, Russell",0.03097025802824931,0.019144605219136926,23.0,0.02796613107351459,1.3990500000000001,1.4094166666666668,1.4433333333333336,3,8.0,8
2026,2,2026-01-22,The American Express,23505,"McGreevy, Max",0.028266287635245337,0.017473116216653407,301.0,0.0021369468926605833,0.759025,1.2709583333333334,1.6818333333333335,5,27.0,9
2026,2,2026-01-22,The American Express,12965,"Fowler, Rickie",0.02793994682000551,0.01727138505674641,51.0,0.012612176758643835,1.093225,1.5030833333333335,1.3654166666666667,157,18.0,10
2026,2,2026-01-22,The American Express,23950,"Aberg, Ludvig",0.027049255707358763,0.016720794560914506,21.0,0.030629572128135024,1.2525499999999998,1.222875,1.4067499999999997,66,,11
2026,2,2026-01-22,The American Express,26649,"Thorbjornsen, Michael",0.026060589206206027,0.01610963950238416,51.0,0.012612176758643835,1.26165,1.5271666666666668,1.1908333333333332,59,,12
2026,2,2026-01-22,The American Express,16283,"Rodgers, Patrick",0.025813194811616088,0.01595670993965557,171.0,0.0037615264017007927,0.6610250000000001,0.9727499999999999,1.7520833333333334,3,44.0,13
2026,2,2026-01-22,The American Express,23504,"Hoey, Rico",0.024578946330508437,0.015193745682413282,61.0,0.01054460679821042,0.9967499999999999,1.7059999999999997,1.1096666666666668,3,,14
2026,2,2026-01-22,The American Express,18103,"Bezuidenhout, Christiaan",0.023261692509796515,0.014379470762652303,76.0,0.008463434403826783,0.8007750000000001,0.9745833333333332,1.5300000000000002,87,38.0,15
2026,2,2026-01-22,The American Express,16841,"Lee, Min Woo",0.023091509464066403,0.014274270243414733,56.0,0.011486089548050634,0.41727499999999995,0.8720833333333333,1.716833333333333,52,38.0,16
2026,2,2026-01-22,The American Express,23323,"MacIntyre, Robert",0.02254010982228833,0.013933416497534223,29.0,0.022180034989339157,1.2996250000000003,1.2365000000000002,1.1325833333333333,3,38.0,17
2026,2,2026-01-22,The American Express,10104,"Power, Seamus",0.022477269916243492,0.013894571319294547,151.0,0.004259741819144606,0.72595,0.8903750000000001,1.576583333333333,3,63.0,18
2026,2,2026-01-22,The American Express,28635,"McCarty, Matt",0.021620542141369242,0.013364975633805702,141.0,0.00456185116802011,0.8346499999999999,1.1084583333333333,1.3525,3,2.0,19
2026,2,2026-01-22,The American Express,6430,"Scott, Adam",0.01987707336087526,0.01228723125453699,61.0,0.01054460679821042,0.60875,0.9452083333333334,1.396,3,24.0,20
2026,2,2026-01-22,The American Express,25908,"Whaley, Vince",0.01945227841188996,0.012024639590302583,141.0,0.00456185116802011,0.6730249999999999,0.856125,1.4099166666666667,3,,21
2026,2,2026-01-22,The American Express,28159,"Meissner, Mac",0.019039971947525557,0.0117697678200269,191.0,0.0033676492915750557,1.04335,1.0105833333333332,1.1576666666666668,3,63.0,22
2026,2,2026-01-22,The American Express,28309,"Coody, Pierceson",0.017516152354096075,0.010827801998664245,71.0,0.00905945091113853,0.825975,1.2819166666666666,0.9430000000000002,3,18.0,23
2026,2,2026-01-22,The American Express,17780,"Pendrith, Taylor",0.01750057068029317,0.010818170015832913,46.0,0.013983065536757294,0.9571750000000001,0.9300833333333333,1.0893333333333335,3,,24
2026,2,2026-01-22,The American Express,27819,"Castillo, Ricky",0.017085230538299807,0.010561422944404892,171.0,0.0037615264017007927,0.5892250000000001,0.6546250000000001,1.3788333333333336,3,44.0,25
2026,2,2026-01-22,The American Express,20954,"Hirata, Kensei",0.016901678528839833,0.010447958253375028,1001.0,0.000642578436254581,0.4377333333333333,0.5995416666666666,1.48675,3,,26
2026,2,2026-01-22,The American Express,19483,"Burns, Sam",0.016447589630187928,0.01016725821235006,21.0,0.030629572128135024,1.0322,0.9732083333333335,0.9290833333333333,45,27.0,27
