season,league_id,event_name,event_date,event_key,event_id,entry_id,username,player_name,dg_id,raw_winnings,event_order,start_date,event_name_sched,event_name_key,phase,year,close_odds,event_tier,pick_band,performance_risk,allocation_risk
2024,2024_small,The American Express,2024-01-18,The American Express_2024-01-18,2,64h9j7o,AKsREVENGE,Taylor Montgomery,25442,18900.0,,2024-01-21,The American Express,the american express,early,2024,56.0,regular,longshot,1.0,0.0
2024,2024_small,The American Express,2024-01-18,The American Express_2024-01-18,2,43hrmz5,anpyanks,Taylor Montgomery,25442,18900.0,,2024-01-21,The American Express,the american express,early,2024,56.0,regular,longshot,1.0,0.0
2024,2024_small,The American Express,2024-01-18,The American Express_2024-01-18,2,dnhqm0e,balvari,Justin Thomas,14139,635600.0,,2024-01-21,The American Express,the american express,early,2024,23.0,regular,normie,0.5,0.25
2024,2024_small,The American Express,2024-01-18,The American Express_2024-01-18,2,qzhkx78,BigCat97,J.T. Poston,21554,212100.0,,2024-01-21,The American Express,the american express,early,2024,31.0,regular,normie,0.5,0.25
2024,2024_small,The American Express,2024-01-18,The American Express_2024-01-18,2,78hp55w,Bjrobins123,J.T. Poston,21554,212100.0,,2024-01-21,The American Express,the american express,early,2024,31.0,regular,normie,0.5,0.25
2024,2024_small,The American Express,2024-01-18,The American Express_2024-01-18,2,oohqvv9,CashMonet,Tom Kim,24766,0.0,,2024-01-21,The American Express,the american express,early,2024,26.0,regular,normie,0.5,0.25
2024,2024_small,The American Express,2024-01-18,The American Express_2024-01-18,2,64h9g9w,chrismurf21,Min Woo Lee,16841,99120.0,,2024-01-21,The American Express,the american express,early,2024,26.0,regular,normie,0.5,0.25
2024,2024_small,The American Express,2024-01-18,The American Express_2024-01-18,2,neh7mge,docpalm,J.T. Poston,21554,212100.0,,2024-01-21,The American Express,the american express,early,2024,31.0,regular,normie,0.5,0.25
2024,2024_small,The American Express,2024-01-18,The American Express_2024-01-18,2,wrhd5vm,Donkosaurus,Alex Smalley,18474,99120.0,,2024-01-21,The American Express,the american express,early,2024,91.0,regular,longshot,1.0,0.0
2024,2024_small,The American Express,2024-01-18,The American Express_2024-01-18,2,ykhw95j,Dreamweaver816,Chris Kirk,12423,23705.0,,2024-01-21,The American Express,the american express,early,2024,46.0,regular,normie,0.5,0.25
2024,2024_small,The American Express,2024-01-18,The American Express_2024-01-18,2,k6hx6gd,Enicola0922,Eric Cole,21756,99120.0,,2024-01-21,The American Express,the american express,early,2024,36.0,regular,normie,0.5,0.25
2024,2024_small,The American Express,2024-01-18,The American Express_2024-01-18,2,8vh0gp4,epab2350,J.T. Poston,21554,212100.0,,2024-01-21,The American Express,the american express,early,2024,31.0,regular,normie,0.5,0.25
2024,2024_small,The American Express,2024-01-18,The American Express_2024-01-18,2,36h6jv5,GlizzyAtTheTurn,Adam Hadwin,13965,310800.0,,2024-01-21,The American Express,the american express,early,2024,51.0,regular,longshot,1.0,0.0
2024,2024_small,The American Express,2024-01-18,The American Express_2024-01-18,2,wrhd3n7,golfprotriplets,Sam Burns,19483,310800.0,,2024-01-21,The American Express,the american express,early,2024,31.0,regular,normie,0.5,0.25
2024,2024_small,The American Express,2024-01-18,The American Express_2024-01-18,2,ykhwrxr,halliam1114,Sungjae Im,17488,63980.0,,2024-01-21,The American Express,the american express,early,2024,23.0,regular,normie,0.5,0.25
2024,2024_small,The American Express,2024-01-18,The American Express_2024-01-18,2,m3hgm7j,HLAXERS,Eric Cole,21756,99120.0,,2024-01-21,The American Express,the american express,early,2024,36.0,regular,normie,0.5,0.25
