season,league_id,event_name,event_date,event_key,event_id,entry_id,username,player_name,dg_id,raw_winnings
2024,2024_small,THE PLAYERS Championship,2024-03-14,THE PLAYERS Championship_2024-03-14,11,r8h9kov,theWhistlesGoWo,Viktor Hovland,18841.0,55000.0
2024,2024_small,THE PLAYERS Championship,2024-03-14,THE PLAYERS Championship_2024-03-14,11,64h9jd8,thorrr,Will Zalatoris,19428.0,0.0
2024,2024_small,THE PLAYERS Championship,2024-03-14,THE PLAYERS Championship_2024-03-14,11,qzh6p30,tice0101,Ludvig Aberg,23950.0,781250.0
2024,2024_small,THE PLAYERS Championship,2024-03-14,THE PLAYERS Championship_2024-03-14,11,wrhdqy3,Tiger4040,Jordan Spieth,14636.0,0.0
2024,2024_small,THE PLAYERS Championship,2024-03-14,THE PLAYERS Championship_2024-03-14,11,wrhdz40,vegatime99,Will Zalatoris,19428.0,0.0
2024,2024_small,THE PLAYERS Championship,2024-03-14,THE PLAYERS Championship_2024-03-14,11,neh7k0d,Walshy0104,Justin Thomas,14139.0,0.0
2024,2024_small,THE PLAYERS Championship,2024-03-14,THE PLAYERS Championship_2024-03-14,11,nehvyvz,Wickednick,Scottie Scheffler,18417.0,4500000.0
2024,2024_small,THE PLAYERS Championship,2024-03-14,THE PLAYERS Championship_2024-03-14,11,43hrm4d,zjb23,Scottie Scheffler,18417.0,4500000.0
2024,2024_small,Valspar Championship,2024-03-21,Valspar Championship_2024-03-21,475,jjhzg65,9thGreenAtNine,Brian Harman,8825.0,0.0
2024,2024_small,Valspar Championship,2024-03-21,Valspar Championship_2024-03-21,475,64h9j7o,AKsREVENGE,Sam Burns,19483.0,0.0
2024,2024_small,Valspar Championship,2024-03-21,Valspar Championship_2024-03-21,475,43hrmz5,anpyanks,Adam Hadwin,13965.0,298725.0
2024,2024_small,Valspar Championship,2024-03-21,Valspar Championship_2024-03-21,475,dnhqm0e,balvari,Cameron Young,26651.0,915600.0
2024,2024_small,Valspar Championship,2024-03-21,Valspar Championship_2024-03-21,475,qzhkx78,BigCat97,Brian Harman,8825.0,0.0
2024,2024_small,Valspar Championship,2024-03-21,Valspar Championship_2024-03-21,475,78hp55w,Bjrobins123,Brian Harman,8825.0,0.0
2024,2024_small,Valspar Championship,2024-03-21,Valspar Championship_2024-03-21,475,oohqvv9,CashMonet,Justin Thomas,14139.0,18060.0
2024,2024_small,Valspar Championship,2024-03-21,Valspar Championship_2024-03-21,475,64h9g9w,chrismurf21,Brian Harman,8825.0,0.0
2024,2024_small,Valspar Championship,2024-03-21,Valspar Championship_2024-03-21,475,neh7mge,docpalm,Cameron Young,26651.0,915600.0
2024,2024_small,Valspar Championship,2024-03-21,Valspar Championship_2024-03-21,475,wrhd5vm,Donkosaurus,Sungjae Im,17488.0,0.0
2024,2024_small,Valspar Championship,2024-03-21,Valspar Championship_2024-03-21,475,ykhw95j,Dreamweaver816,Nick Taylor,13126.0,18060.0
2024,2024_small,Valspar Championship,2024-03-21,Valspar Championship_2024-03-21,475,k6hx6gd,Enicola0922,Sam Burns,19483.0,0.0
2024,2024_small,Valspar Championship,2024-03-21,Valspar Championship_2024-03-21,475,8vh0gp4,epab2350,Brian Harman,8825.0,0.0
2024,2024_small,Valspar Championship,2024-03-21,Valspar Championship_2024-03-21,475,36h6jv5,GlizzyAtTheTurn,Sam Burns,19483.0,0.0
2024,2024_small,Valspar Championship,2024-03-21,Valspar Championship_2024-03-21,475,wrhd3n7,golfprotriplets,Brian Harman,8825.0,0.0
2024,2024_small,Valspar Championship,2024-03-21,Valspar Championship_2024-03-21,475,ykhwrxr,halliam1114,Taylor Montgomery,25442.0,0.0
2024,2024_small,Valspar Championship,2024-03-21,Valspar Championship_2024-03-21,475,m3hgm7j,HLAXERS,Sam Burns,19483.0,0.0
