season,league_id,event_name,event_date,event_key,event_id,entry_id,username,player_name,dg_id,raw_winnings
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,ykh55y6,9thGreenAtNine,Russell Henley,14578.0,195025.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,53h8379,AKsREVENGE,Corey Conners,17576.0,0.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,ykh50k3,AndinoSmiles,Keegan Bradley,13872.0,283837.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,vnhodz8,BigBoKnows,Chris Kirk,12423.0,0.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,ooh8wv8,BigCat97,Sahith Theegala,23014.0,36975.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,43hxj44,Caleb2023,Taylor Pendrith,17780.0,24381.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,53h00jr,Cdimming,Corey Conners,17576.0,0.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,43hx430,Dreamweaver816,Keegan Bradley,13872.0,283837.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,qzhk4d9,Enicola0922,Byeong Hun An,14459.0,0.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,78hzo75,GlizzyAtTheTurn,Russell Henley,14578.0,195025.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,p8hdx4o,golfprotriplets,Tom Kim,24766.0,18444.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,64h9ovg,halliam1114,Kurt Kitayama,21891.0,36975.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,k6hdm7n,JermRussLFG,Corey Conners,17576.0,0.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,k6hd3vg,JLUDEOBV,Harry Hall,27194.0,195025.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,0dh97eo,joempike,Russell Henley,14578.0,195025.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,oohnzzy,jonescurtisw,Maverick McNealy,18634.0,24381.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,78hg7gx,jtsalvetti,Hideki Matsuyama,13562.0,132675.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,k6hdexv,Kbhoff,J.T. Poston,21554.0,0.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,zphy5wn,kbreardonPGA,Russell Henley,14578.0,195025.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,p8hdnq8,Koronin,Tom Kim,24766.0,18444.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,vnh3m0z,kotsko,Kurt Kitayama,21891.0,36975.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,nehv68n,Kuzoben,Corey Conners,17576.0,0.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,p8hde67,kylemendel,Russell Henley,14578.0,195025.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,r8hryjj,linkcalhoun,Austin Eckroat,26653.0,0.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,k6hy7vy,MasterJ12thMan,Hideki Matsuyama,13562.0,132675.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,x0h7qno,mp925,Corey Conners,17576.0,0.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,qzhkmpj,MVVPP2024,Russell Henley,14578.0,195025.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,53h0555,MWalker9,Hideki Matsuyama,13562.0,132675.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,78hzx7g,newcastle21,Austin Eckroat,26653.0,0.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,78hg6oy,Nikopmelis,Russell Henley,14578.0,195025.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,gkh936n,NinnaNation,Byeong Hun An,14459.0,0.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,zphyqd8,one007,Chris Kirk,12423.0,0.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,m3hgno7,OrangeBirds8,Russell Henley,14578.0,195025.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,0dh9xrv,pangomango,Corey Conners,17576.0,0.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,jjhmnzj,pbyrne11,J.T. Poston,21554.0,0.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,p8h94mo,picksixer360,Taylor Pendrith,17780.0,24381.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,36h6038,Pjh5165,Corey Conners,17576.0,0.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,qzhy7mq,Rjsut727,Keegan Bradley,13872.0,283837.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,43hxwkx,rnadams480,Keegan Bradley,13872.0,283837.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,0dh4yxe,Sandell,Keegan Bradley,13872.0,283837.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,jjhk5xo,Skibasher,Daniel Berger,17606.0,0.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,43hq9ex,strokes3410,Russell Henley,14578.0,195025.0
2025,2025_small,Sony Open in Hawaii,2025-01-09,Sony Open in Hawaii_2025-01-09,6,0dh9x7r,Sullivanchris01,Byeong Hun An,14459.0,0.0
