username,entryId,eventName,eventDate,selection,winnings
joempike,0dh97eo,Mexico Open at VidantaWorld,2025-02-20,Akshay Bhatia,204750.00
jonescurtisw,oohnzzy,Mexico Open at VidantaWorld,2025-02-20,Akshay Bhatia,204750.00
jtsalvetti,78hg7gx,Mexico Open at VidantaWorld,2025-02-20,Akshay Bhatia,204750.00
Kbhoff,k6hdexv,Mexico Open at VidantaWorld,2025-02-20,Rasmus Hojgaard,35159.00
kbreardonPGA,zphy5wn,Mexico Open at VidantaWorld,2025-02-20,Stephan Jaeger,245000.00
Koronin,p8hdnq8,Mexico Open at VidantaWorld,2025-02-20,Kurt Kitayama,0.00
kotsko,vnh3m0z,Mexico Open at VidantaWorld,2025-02-20,Sam Stevens,0.00
Kuzoben,nehv68n,Mexico Open at VidantaWorld,2025-02-20,Akshay Bhatia,204750.00
kylemendel,p8hde67,Mexico Open at VidantaWorld,2025-02-20,Rasmus Hojgaard,35159.00
linkcalhoun,r8hryjj,Mexico Open at VidantaWorld,2025-02-20,Ben Griffin,315000.00
MasterJ12thMan,k6hy7vy,Mexico Open at VidantaWorld,2025-02-20,Michael Kim,137083.00
mp925,x0h7qno,Mexico Open at VidantaWorld,2025-02-20,Stephan Jaeger,245000.00
MVVPP2024,qzhkmpj,Mexico Open at VidantaWorld,2025-02-20,Akshay Bhatia,204750.00
MWalker9,53h0555,Mexico Open at VidantaWorld,2025-02-20,Akshay Bhatia,204750.00
newcastle21,78hzx7g,Mexico Open at VidantaWorld,2025-02-20,Kurt Kitayama,0.00
Nikopmelis,78hg6oy,Mexico Open at VidantaWorld,2025-02-20,Akshay Bhatia,204750.00
NinnaNation,gkh936n,Mexico Open at VidantaWorld,2025-02-20,Jake Knapp,59350.00
one007,zphyqd8,Mexico Open at VidantaWorld,2025-02-20,Jake Knapp,59350.00
pangomango,0dh9xrv,Mexico Open at VidantaWorld,2025-02-20,Kurt Kitayama,0.00
pbyrne11,jjhmnzj,Mexico Open at VidantaWorld,2025-02-20,Jake Knapp,59350.00
picksixer360,p8h94mo,Mexico Open at VidantaWorld,2025-02-20,Stephan Jaeger,245000.00
Pjh5165,36h6038,Mexico Open at VidantaWorld,2025-02-20,Beau Hossler,0.00
Rjsut727,qzhy7mq,Mexico Open at VidantaWorld,2025-02-20,Stephan Jaeger,245000.00
rnadams480,43hxwkx,Mexico Open at VidantaWorld,2025-02-20,Rico Hoey,0.00
Sandell,0dh4yxe,Mexico Open at VidantaWorld,2025-02-20,Akshay Bhatia,204750.00
Skibasher,jjhk5xo,Mexico Open at VidantaWorld,2025-02-20,Kurt Kitayama,0.00
strokes3410,43hq9ex,Mexico Open at VidantaWorld,2025-02-20,Kurt Kitayama,0.00
Sullivanchris01,0dh9x7r,Mexico Open at VidantaWorld,2025-02-20,Sam Stevens,0.00
thorrr,k6hy553,Mexico Open at VidantaWorld,2025-02-20,Alex Smalley,176750.00
tice0101,gkhw4xy,Mexico Open at VidantaWorld,2025-02-20,Taylor Moore,35159.00
Tiger4040,qzhkdgm,Mexico Open at VidantaWorld,2025-02-20,Akshay Bhatia,204750.00
vegatime99,wrh834r,Mexico Open at VidantaWorld,2025-02-20,Patrick Rodgers,59350.00
Walshy0104,53h86q4,Mexico Open at VidantaWorld,2025-02-20,Stephan Jaeger,245000.00
zjb23,x0h77jq,Mexico Open at VidantaWorld,2025-02-20,Stephan Jaeger,245000.00
9thGreenAtNine,ykh55y6,Cognizant Classic in The Palm Beaches,2025-02-27,Min Woo Lee,184986.00
AKsREVENGE,53h8379,Cognizant Classic in The Palm Beaches,2025-02-27,Sepp Straka,184986.00
AndinoSmiles,ykh50k3,Cognizant Classic in The Palm Beaches,2025-02-27,Sepp Straka,184986.00
BigBoKnows,vnhodz8,Cognizant Classic in The Palm Beaches,2025-02-27,Russell Henley,310500.00
BigCat97,ooh8wv8,Cognizant Classic in The Palm Beaches,2025-02-27,Shane Lowry,184986.00
Caleb2023,43hxj44,Cognizant Classic in The Palm Beaches,2025-02-27,Daniel Berger,73271.00
Cdimming,53h00jr,Cognizant Classic in The Palm Beaches,2025-02-27,Daniel Berger,73271.00
Dreamweaver816,43hx430,Cognizant Classic in The Palm Beaches,2025-02-27,Shane Lowry,184986.00
Enicola0922,qzhk4d9,Cognizant Classic in The Palm Beaches,2025-02-27,Sepp Straka,184986.00
GlizzyAtTheTurn,78hzo75,Cognizant Classic in The Palm Beaches,2025-02-27,Shane Lowry,184986.00
golfprotriplets,p8hdx4o,Cognizant Classic in The Palm Beaches,2025-02-27,Min Woo Lee,184986.00
halliam1114,64h9ovg,Cognizant Classic in The Palm Beaches,2025-02-27,Brian Harman,52637.00
JermRussLFG,k6hdm7n,Cognizant Classic in The Palm Beaches,2025-02-27,Russell Henley,310500.00
JLUDEOBV,k6hd3vg,Cognizant Classic in The Palm Beaches,2025-02-27,Daniel Berger,73271.00
joempike,0dh97eo,Cognizant Classic in The Palm Beaches,2025-02-27,Daniel Berger,73271.00
jonescurtisw,oohnzzy,Cognizant Classic in The Palm Beaches,2025-02-27,Sepp Straka,184986.00
jtsalvetti,78hg7gx,Cognizant Classic in The Palm Beaches,2025-02-27,Shane Lowry,184986.00
Kbhoff,k6hdexv,Cognizant Classic in The Palm Beaches,2025-02-27,Kurt Kitayama,0.00
kbreardonPGA,zphy5wn,Cognizant Classic in The Palm Beaches,2025-02-27,Brian Harman,52637.00
Koronin,p8hdnq8,Cognizant Classic in The Palm Beaches,2025-02-27,Min Woo Lee,184986.00
kotsko,vnh3m0z,Cognizant Classic in The Palm Beaches,2025-02-27,Ben Griffin,414000.00
Kuzoben,nehv68n,Cognizant Classic in The Palm Beaches,2025-02-27,Sepp Straka,184986.00
kylemendel,p8hde67,Cognizant Classic in The Palm Beaches,2025-02-27,Daniel Berger,73271.00
linkcalhoun,r8hryjj,Cognizant Classic in The Palm Beaches,2025-02-27,Max Greyserman,184986.00
MasterJ12thMan,k6hy7vy,Cognizant Classic in The Palm Beaches,2025-02-27,Shane Lowry,184986.00
mp925,x0h7qno,Cognizant Classic in The Palm Beaches,2025-02-27,Daniel Berger,73271.00
MVVPP2024,qzhkmpj,Cognizant Classic in The Palm Beaches,2025-02-27,Shane Lowry,184986.00
MWalker9,53h0555,Cognizant Classic in The Palm Beaches,2025-02-27,Daniel Berger,73271.00
newcastle21,78hzx7g,Cognizant Classic in The Palm Beaches,2025-02-27,Denny McCarthy,23805.00
Nikopmelis,78hg6oy,Cognizant Classic in The Palm Beaches,2025-02-27,Sepp Straka,184986.00
NinnaNation,gkh936n,Cognizant Classic in The Palm Beaches,2025-02-27,Jhonattan Vegas,20700.00
one007,zphyqd8,Cognizant Classic in The Palm Beaches,2025-02-27,Daniel Berger,73271.00
OrangeBirds8,m3hgno7,Cognizant Classic in The Palm Beaches,2025-02-27,Shane Lowry,184986.00
pangomango,0dh9xrv,Cognizant Classic in The Palm Beaches,2025-02-27,Daniel Berger,73271.00
pbyrne11,jjhmnzj,Cognizant Classic in The Palm Beaches,2025-02-27,Niklas Norgaard Moller,73271.00
picksixer360,p8h94mo,Cognizant Classic in The Palm Beaches,2025-02-27,Daniel Berger,73271.00
Pjh5165,36h6038,Cognizant Classic in The Palm Beaches,2025-02-27,Daniel Berger,73271.00
Rjsut727,qzhy7mq,Cognizant Classic in The Palm Beaches,2025-02-27,Russell Henley,310500.00
rnadams480,43hxwkx,Cognizant Classic in The Palm Beaches,2025-02-27,Kurt Kitayama,0.00
Sandell,0dh4yxe,Cognizant Classic in The Palm Beaches,2025-02-27,Sepp Straka,184986.00
Skibasher,jjhk5xo,Cognizant Classic in The Palm Beaches,2025-02-27,Russell Henley,310500.00
Sullivanchris01,0dh9x7r,Cognizant Classic in The Palm Beaches,2025-02-27,Daniel Berger,73271.00
thorrr,k6hy553,Cognizant Classic in The Palm Beaches,2025-02-27,Daniel Berger,73271.00
tice0101,gkhw4xy,Cognizant Classic in The Palm Beaches,2025-02-27,Nicolai Hojgaard,117607.00
Tiger4040,qzhkdgm,Cognizant Classic in The Palm Beaches,2025-02-27,Sepp Straka,184986.00
vegatime99,wrh834r,Cognizant Classic in The Palm Beaches,2025-02-27,Shane Lowry,184986.00
Walshy0104,53h86q4,Cognizant Classic in The Palm Beaches,2025-02-27,Daniel Berger,73271.00
zjb23,x0h77jq,Cognizant Classic in The Palm Beaches,2025-02-27,Sungjae Im,0.00
9thGreenAtNine,ykh55y6,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Hideki Matsuyama,178111.00
AKsREVENGE,53h8379,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Scottie Scheffler,451250.00
AndinoSmiles,ykh50k3,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Rory McIlroy,349000.00
BigBoKnows,vnhodz8,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Rory McIlroy,349000.00
BigCat97,ooh8wv8,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Patrick Cantlay,126000.00
Caleb2023,43hxj44,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Scottie Scheffler,451250.00
Cdimming,53h00jr,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Russell Henley,4000000.00
Dreamweaver816,43hx430,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Patrick Cantlay,126000.00
Enicola0922,qzhk4d9,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Scottie Scheffler,451250.00
GlizzyAtTheTurn,78hzo75,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Hideki Matsuyama,178111.00
golfprotriplets,p8hdx4o,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Ludvig Aberg,178111.00
halliam1114,64h9ovg,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Hideki Matsuyama,178111.00
JermRussLFG,k6hdm7n,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Patrick Cantlay,126000.00
JLUDEOBV,k6hd3vg,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Justin Thomas,96750.00
joempike,0dh97eo,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Rory McIlroy,349000.00
jonescurtisw,oohnzzy,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Ludvig Aberg,178111.00
jtsalvetti,78hg7gx,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Rory McIlroy,349000.00
Kbhoff,k6hdexv,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Rory McIlroy,349000.00
kbreardonPGA,zphy5wn,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Justin Thomas,96750.00
Koronin,p8hdnq8,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Collin Morikawa,2200000.00
kotsko,vnh3m0z,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Ludvig Aberg,178111.00
Kuzoben,nehv68n,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Scottie Scheffler,451250.00
kylemendel,p8hde67,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Rory McIlroy,349000.00
linkcalhoun,r8hryjj,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Xander Schauffele,78000.00
MasterJ12thMan,k6hy7vy,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Ludvig Aberg,178111.00
mp925,x0h7qno,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Tommy Fleetwood,451250.00
MVVPP2024,qzhkmpj,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Scottie Scheffler,451250.00
MWalker9,53h0555,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Tommy Fleetwood,451250.00
newcastle21,78hzx7g,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Rory McIlroy,349000.00
Nikopmelis,78hg6oy,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Scottie Scheffler,451250.00
NinnaNation,gkh936n,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Hideki Matsuyama,178111.00
one007,zphyqd8,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Jason Day,600667.00
OrangeBirds8,m3hgno7,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Justin Thomas,96750.00
pangomango,0dh9xrv,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Justin Thomas,96750.00
pbyrne11,jjhmnzj,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Will Zalatoris,178111.00
picksixer360,p8h94mo,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Hideki Matsuyama,178111.00
Pjh5165,36h6038,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Patrick Cantlay,126000.00
Rjsut727,qzhy7mq,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Collin Morikawa,2200000.00
rnadams480,43hxwkx,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Scottie Scheffler,451250.00
Sandell,0dh4yxe,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Shane Lowry,700000.00
Skibasher,jjhk5xo,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Scottie Scheffler,451250.00
strokes3410,43hq9ex,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Maverick McNealy,0.00
Sullivanchris01,0dh9x7r,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Xander Schauffele,78000.00
thorrr,k6hy553,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Ludvig Aberg,178111.00
tice0101,gkhw4xy,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Collin Morikawa,2200000.00
Tiger4040,qzhkdgm,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Justin Thomas,96750.00
vegatime99,wrh834r,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Scottie Scheffler,451250.00
Walshy0104,53h86q4,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Scottie Scheffler,451250.00
zjb23,x0h77jq,Arnold Palmer Invitational presented by Mastercard,2025-03-06,Ludvig Aberg,178111.00
9thGreenAtNine,ykh55y6,THE PLAYERS Championship,2025-03-13,Rory McIlroy,4500000.00
AKsREVENGE,53h8379,THE PLAYERS Championship,2025-03-13,Ludvig Aberg,0.00
AndinoSmiles,ykh50k3,THE PLAYERS Championship,2025-03-13,Ludvig Aberg,0.00
BigBoKnows,vnhodz8,THE PLAYERS Championship,2025-03-13,Hideki Matsuyama,0.00
BigCat97,ooh8wv8,THE PLAYERS Championship,2025-03-13,Scottie Scheffler,240250.00
Caleb2023,43hxj44,THE PLAYERS Championship,2025-03-13,Sepp Straka,418750.00
Cdimming,53h00jr,THE PLAYERS Championship,2025-03-13,Ludvig Aberg,0.00
Dreamweaver816,43hx430,THE PLAYERS Championship,2025-03-13,Collin Morikawa,656250.00
Enicola0922,qzhk4d9,THE PLAYERS Championship,2025-03-13,Si Woo Kim,111250.00
GlizzyAtTheTurn,78hzo75,THE PLAYERS Championship,2025-03-13,Ludvig Aberg,0.00
golfprotriplets,p8hdx4o,THE PLAYERS Championship,2025-03-13,Scottie Scheffler,240250.00
halliam1114,64h9ovg,THE PLAYERS Championship,2025-03-13,Justin Thomas,136250.00
JermRussLFG,k6hdm7n,THE PLAYERS Championship,2025-03-13,Scottie Scheffler,240250.00
JLUDEOBV,k6hd3vg,THE PLAYERS Championship,2025-03-13,Scottie Scheffler,240250.00
joempike,0dh97eo,THE PLAYERS Championship,2025-03-13,Scottie Scheffler,240250.00
jonescurtisw,oohnzzy,THE PLAYERS Championship,2025-03-13,Collin Morikawa,656250.00
jtsalvetti,78hg7gx,THE PLAYERS Championship,2025-03-13,Sepp Straka,418750.00
Kbhoff,k6hdexv,THE PLAYERS Championship,2025-03-13,Collin Morikawa,656250.00
kbreardonPGA,zphy5wn,THE PLAYERS Championship,2025-03-13,Tommy Fleetwood,418750.00
Koronin,p8hdnq8,THE PLAYERS Championship,2025-03-13,Rory McIlroy,4500000.00
kotsko,vnh3m0z,THE PLAYERS Championship,2025-03-13,Tommy Fleetwood,418750.00
Kuzoben,nehv68n,THE PLAYERS Championship,2025-03-13,Ludvig Aberg,0.00
kylemendel,p8hde67,THE PLAYERS Championship,2025-03-13,Hideki Matsuyama,0.00
linkcalhoun,r8hryjj,THE PLAYERS Championship,2025-03-13,Michael Kim,0.00
MasterJ12thMan,k6hy7vy,THE PLAYERS Championship,2025-03-13,Russell Henley,163750.00
mp925,x0h7qno,THE PLAYERS Championship,2025-03-13,Scottie Scheffler,240250.00
MVVPP2024,qzhkmpj,THE PLAYERS Championship,2025-03-13,Collin Morikawa,656250.00
MWalker9,53h0555,THE PLAYERS Championship,2025-03-13,Sepp Straka,418750.00
newcastle21,78hzx7g,THE PLAYERS Championship,2025-03-13,Tommy Fleetwood,418750.00
Nikopmelis,78hg6oy,THE PLAYERS Championship,2025-03-13,Collin Morikawa,656250.00
NinnaNation,gkh936n,THE PLAYERS Championship,2025-03-13,Tommy Fleetwood,418750.00
one007,zphyqd8,THE PLAYERS Championship,2025-03-13,Aaron Rai,418750.00
OrangeBirds8,m3hgno7,THE PLAYERS Championship,2025-03-13,Collin Morikawa,656250.00
pangomango,0dh9xrv,THE PLAYERS Championship,2025-03-13,Ludvig Aberg,0.00
pbyrne11,jjhmnzj,THE PLAYERS Championship,2025-03-13,Shane Lowry,240250.00
picksixer360,p8h94mo,THE PLAYERS Championship,2025-03-13,Scottie Scheffler,240250.00
Pjh5165,36h6038,THE PLAYERS Championship,2025-03-13,Ludvig Aberg,0.00
Rjsut727,qzhy7mq,THE PLAYERS Championship,2025-03-13,Rory McIlroy,4500000.00
rnadams480,43hxwkx,THE PLAYERS Championship,2025-03-13,Collin Morikawa,656250.00
Sandell,0dh4yxe,THE PLAYERS Championship,2025-03-13,Scottie Scheffler,240250.00
Skibasher,jjhk5xo,THE PLAYERS Championship,2025-03-13,Xander Schauffele,50250.00
strokes3410,43hq9ex,THE PLAYERS Championship,2025-03-13,Ludvig Aberg,0.00
Sullivanchris01,0dh9x7r,THE PLAYERS Championship,2025-03-13,Justin Thomas,136250.00
thorrr,k6hy553,THE PLAYERS Championship,2025-03-13,Scottie Scheffler,240250.00
tice0101,gkhw4xy,THE PLAYERS Championship,2025-03-13,Scottie Scheffler,240250.00
Tiger4040,qzhkdgm,THE PLAYERS Championship,2025-03-13,Ludvig Aberg,0.00
vegatime99,wrh834r,THE PLAYERS Championship,2025-03-13,Ludvig Aberg,0.00
Walshy0104,53h86q4,THE PLAYERS Championship,2025-03-13,Collin Morikawa,656250.00
zjb23,x0h77jq,THE PLAYERS Championship,2025-03-13,Xander Schauffele,50250.00
9thGreenAtNine,ykh55y6,Valspar Championship,2025-03-20,Sepp Straka,55843.00
AKsREVENGE,53h8379,Valspar Championship,2025-03-20,Tommy Fleetwood,128325.00
AndinoSmiles,ykh50k3,Valspar Championship,2025-03-20,Michael Kim,55843.00
BigBoKnows,vnhodz8,Valspar Championship,2025-03-20,Sam Burns,0.00
BigCat97,ooh8wv8,Valspar Championship,2025-03-20,Tommy Fleetwood,128325.00
Caleb2023,43hxj44,Valspar Championship,2025-03-20,Corey Conners,245775.00
Cdimming,53h00jr,Valspar Championship,2025-03-20,Byeong Hun An,128325.00
Dreamweaver816,43hx430,Valspar Championship,2025-03-20,Will Zalatoris,23701.00
Enicola0922,qzhk4d9,Valspar Championship,2025-03-20,Corey Conners,245775.00
GlizzyAtTheTurn,78hzo75,Valspar Championship,2025-03-20,Sepp Straka,55843.00
halliam1114,64h9ovg,Valspar Championship,2025-03-20,Tommy Fleetwood,128325.00
JermRussLFG,k6hdm7n,Valspar Championship,2025-03-20,Sepp Straka,55843.00
JLUDEOBV,k6hd3vg,Valspar Championship,2025-03-20,Sepp Straka,55843.00
joempike,0dh97eo,Valspar Championship,2025-03-20,Sam Burns,0.00
jonescurtisw,oohnzzy,Valspar Championship,2025-03-20,Tommy Fleetwood,128325.00
jtsalvetti,78hg7gx,Valspar Championship,2025-03-20,Tommy Fleetwood,128325.00
Kbhoff,k6hdexv,Valspar Championship,2025-03-20,Corey Conners,245775.00
kbreardonPGA,zphy5wn,Valspar Championship,2025-03-20,Tom Kim,40528.00
Koronin,p8hdnq8,Valspar Championship,2025-03-20,Shane Lowry,245775.00
kotsko,vnh3m0z,Valspar Championship,2025-03-20,Michael Kim,55843.00
Kuzoben,nehv68n,Valspar Championship,2025-03-20,Tommy Fleetwood,128325.00
kylemendel,p8hde67,Valspar Championship,2025-03-20,Sepp Straka,55843.00
linkcalhoun,r8hryjj,Valspar Championship,2025-03-20,Sepp Straka,55843.00
MasterJ12thMan,k6hy7vy,Valspar Championship,2025-03-20,Sepp Straka,55843.00
mp925,x0h7qno,Valspar Championship,2025-03-20,Sepp Straka,55843.00
MVVPP2024,qzhkmpj,Valspar Championship,2025-03-20,Stephan Jaeger,40528.00
MWalker9,53h0555,Valspar Championship,2025-03-20,Jacob Bridgeman,600300.00
newcastle21,78hzx7g,Valspar Championship,2025-03-20,Christiaan Bezuidenhout,0.00
Nikopmelis,78hg6oy,Valspar Championship,2025-03-20,Sam Burns,0.00
NinnaNation,gkh936n,Valspar Championship,2025-03-20,Joe Highsmith,81200.00
one007,zphyqd8,Valspar Championship,2025-03-20,Corey Conners,245775.00
OrangeBirds8,m3hgno7,Valspar Championship,2025-03-20,Sam Burns,0.00
pangomango,0dh9xrv,Valspar Championship,2025-03-20,Christiaan Bezuidenhout,0.00
pbyrne11,jjhmnzj,Valspar Championship,2025-03-20,Stephan Jaeger,40528.00
picksixer360,p8h94mo,Valspar Championship,2025-03-20,Justin Thomas,948300.00
Pjh5165,36h6038,Valspar Championship,2025-03-20,Tom Kim,40528.00
Rjsut727,qzhy7mq,Valspar Championship,2025-03-20,Sepp Straka,55843.00
Skibasher,jjhk5xo,Valspar Championship,2025-03-20,Michael Kim,55843.00
strokes3410,43hq9ex,Valspar Championship,2025-03-20,Lucas Glover,245775.00
Sullivanchris01,0dh9x7r,Valspar Championship,2025-03-20,Sam Burns,0.00
thorrr,k6hy553,Valspar Championship,2025-03-20,Sepp Straka,55843.00
tice0101,gkhw4xy,Valspar Championship,2025-03-20,Tommy Fleetwood,128325.00
Tiger4040,qzhkdgm,Valspar Championship,2025-03-20,Tom Kim,40528.00
vegatime99,wrh834r,Valspar Championship,2025-03-20,Corey Conners,245775.00
Walshy0104,53h86q4,Valspar Championship,2025-03-20,Sam Burns,0.00
zjb23,x0h77jq,Valspar Championship,2025-03-20,Adam Scott,19749.00
9thGreenAtNine,ykh55y6,Texas Children's Houston Open,2025-03-27,Tony Finau,51911.00
AKsREVENGE,53h8379,Texas Children's Houston Open,2025-03-27,Min Woo Lee,1710000.00
AndinoSmiles,ykh50k3,Texas Children's Houston Open,2025-03-27,Tony Finau,51911.00
BigBoKnows,vnhodz8,Texas Children's Houston Open,2025-03-27,Aaron Rai,0.00
BigCat97,ooh8wv8,Texas Children's Houston Open,2025-03-27,Stephan Jaeger,211375.00
Caleb2023,43hxj44,Texas Children's Houston Open,2025-03-27,Tony Finau,51911.00
Cdimming,53h00jr,Texas Children's Houston Open,2025-03-27,Aaron Rai,0.00
Dreamweaver816,43hx430,Texas Children's Houston Open,2025-03-27,Michael Kim,51911.00
Enicola0922,qzhk4d9,Texas Children's Houston Open,2025-03-27,Aaron Rai,0.00
GlizzyAtTheTurn,78hzo75,Texas Children's Houston Open,2025-03-27,Aaron Rai,0.00
golfprotriplets,p8hdx4o,Texas Children's Houston Open,2025-03-27,Davis Thompson,67925.00
halliam1114,64h9ovg,Texas Children's Houston Open,2025-03-27,Taylor Pendrith,337844.00
JermRussLFG,k6hdm7n,Texas Children's Houston Open,2025-03-27,Min Woo Lee,1710000.00
JLUDEOBV,k6hd3vg,Texas Children's Houston Open,2025-03-27,Aaron Rai,0.00
joempike,0dh97eo,Texas Children's Houston Open,2025-03-27,Tony Finau,51911.00
jonescurtisw,oohnzzy,Texas Children's Houston Open,2025-03-27,Aaron Rai,0.00
jtsalvetti,78hg7gx,Texas Children's Houston Open,2025-03-27,Tony Finau,51911.00
Kbhoff,k6hdexv,Texas Children's Houston Open,2025-03-27,Maverick McNealy,51911.00
kbreardonPGA,zphy5wn,Texas Children's Houston Open,2025-03-27,Wyndham Clark,337844.00
Koronin,p8hdnq8,Texas Children's Houston Open,2025-03-27,Sahith Theegala,19950.00
kotsko,vnh3m0z,Texas Children's Houston Open,2025-03-27,Wyndham Clark,337844.00
Kuzoben,nehv68n,Texas Children's Houston Open,2025-03-27,Aaron Rai,0.00
kylemendel,p8hde67,Texas Children's Houston Open,2025-03-27,Alex Smalley,0.00
linkcalhoun,r8hryjj,Texas Children's Houston Open,2025-03-27,Thomas Detry,25593.00
MasterJ12thMan,k6hy7vy,Texas Children's Houston Open,2025-03-27,Tony Finau,51911.00
mp925,x0h7qno,Texas Children's Houston Open,2025-03-27,Tony Finau,51911.00
MVVPP2024,qzhkmpj,Texas Children's Houston Open,2025-03-27,Aaron Rai,0.00
MWalker9,53h0555,Texas Children's Houston Open,2025-03-27,Davis Thompson,67925.00
newcastle21,78hzx7g,Texas Children's Houston Open,2025-03-27,Tony Finau,51911.00
Nikopmelis,78hg6oy,Texas Children's Houston Open,2025-03-27,Min Woo Lee,1710000.00
NinnaNation,gkh936n,Texas Children's Houston Open,2025-03-27,Michael Kim,51911.00
one007,zphyqd8,Texas Children's Houston Open,2025-03-27,Keith Mitchell,108986.00
OrangeBirds8,m3hgno7,Texas Children's Houston Open,2025-03-27,Alex Smalley,0.00
pangomango,0dh9xrv,Texas Children's Houston Open,2025-03-27,Aaron Rai,0.00
pbyrne11,jjhmnzj,Texas Children's Houston Open,2025-03-27,Alejandro Tosti,337844.00
picksixer360,p8h94mo,Texas Children's Houston Open,2025-03-27,Tony Finau,51911.00
Pjh5165,36h6038,Texas Children's Houston Open,2025-03-27,Jason Day,67925.00
Rjsut727,qzhy7mq,Texas Children's Houston Open,2025-03-27,Tony Finau,51911.00
rnadams480,43hxwkx,Texas Children's Houston Open,2025-03-27,Min Woo Lee,1710000.00
Sandell,0dh4yxe,Texas Children's Houston Open,2025-03-27,Thomas Detry,25593.00
Skibasher,jjhk5xo,Texas Children's Houston Open,2025-03-27,Sungjae Im,21375.00
strokes3410,43hq9ex,Texas Children's Houston Open,2025-03-27,Min Woo Lee,1710000.00
Sullivanchris01,0dh9x7r,Texas Children's Houston Open,2025-03-27,Nick Taylor,0.00
thorrr,k6hy553,Texas Children's Houston Open,2025-03-27,Stephan Jaeger,211375.00
tice0101,gkhw4xy,Texas Children's Houston Open,2025-03-27,Min Woo Lee,1710000.00
Tiger4040,qzhkdgm,Texas Children's Houston Open,2025-03-27,Tony Finau,51911.00
vegatime99,wrh834r,Texas Children's Houston Open,2025-03-27,Aaron Rai,0.00
Walshy0104,53h86q4,Texas Children's Houston Open,2025-03-27,Min Woo Lee,1710000.00
zjb23,x0h77jq,Texas Children's Houston Open,2025-03-27,Jason Day,67925.00
9thGreenAtNine,ykh55y6,Valero Texas Open,2025-04-03,Daniel Berger,62225.00
AKsREVENGE,53h8379,Valero Texas Open,2025-04-03,Denny McCarthy,113050.00
AndinoSmiles,ykh50k3,Valero Texas Open,2025-04-03,Akshay Bhatia,0.00
BigBoKnows,vnhodz8,Valero Texas Open,2025-04-03,Jordan Spieth,182875.00
BigCat97,ooh8wv8,Valero Texas Open,2025-04-03,Jake Knapp,0.00
Caleb2023,43hxj44,Valero Texas Open,2025-04-03,Akshay Bhatia,0.00
Cdimming,53h00jr,Valero Texas Open,2025-04-03,Keegan Bradley,26809.00
Dreamweaver816,43hx430,Valero Texas Open,2025-04-03,Corey Conners,113050.00
Enicola0922,qzhk4d9,Valero Texas Open,2025-04-03,Tom Kim,0.00
GlizzyAtTheTurn,78hzo75,Valero Texas Open,2025-04-03,Daniel Berger,62225.00
golfprotriplets,p8hdx4o,Valero Texas Open,2025-04-03,Si Woo Kim,0.00
