username,entryId,eventName,eventDate,selection,winnings
HLAXERS,m3hgm7j,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
itsabucslife1,wrhdgg8,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
JermRussLFG,oohq00q,Mexico Open at Vidanta,2024-02-22,Nicolai Hojgaard,19467.00
JLUDEOBV,vnhv54n,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
joempike,oohq04p,Mexico Open at Vidanta,2024-02-22,Davis Thompson,61695.00
jonescurtisw,dnhqx8j,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
josen1,qzhk84y,Mexico Open at Vidanta,2024-02-22,Thomas Detry,0.00
jtsalvetti,0dh95e7,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
JustDan,36hx0j9,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
Kbhoff,gkhdr46,Mexico Open at Vidanta,2024-02-22,Nicolai Hojgaard,19467.00
linkcalhoun,78hp4ro,Mexico Open at Vidanta,2024-02-22,Thorbjorn Olesen,25515.00
logandempsey20,m3h790r,Mexico Open at Vidanta,2024-02-22,Taylor Pendrith,0.00
Mohmo,64he6nw,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
nausetsurf,gkhd55z,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
one007,53hpydy,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
pangomango,jjhzgoz,Mexico Open at Vidanta,2024-02-22,Emiliano Grillo,44145.00
pbyrne11,64hep78,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
picksixer360,erhp3gm,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
Pitch12,53hpqnr,Mexico Open at Vidanta,2024-02-22,Stephan Jaeger,429300.00
Rjsut727,k6hd763,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
SamDanes26,ykhy67v,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
Sandell,53hpkgw,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
Skibasher,qzh6rzp,Mexico Open at Vidanta,2024-02-22,Thorbjorn Olesen,25515.00
strokes3410,k6hx9nj,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
tboland1324,dnhq46j,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
theWhistlesGoWo,r8h9kov,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
thorrr,64h9jd8,Mexico Open at Vidanta,2024-02-22,Stephan Jaeger,429300.00
tice0101,qzh6p30,Mexico Open at Vidanta,2024-02-22,Davis Thompson,61695.00
Tiger4040,wrhdqy3,Mexico Open at Vidanta,2024-02-22,Nicolai Hojgaard,19467.00
vegatime99,wrhdz40,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
Walshy0104,neh7k0d,Mexico Open at Vidanta,2024-02-22,Stephan Jaeger,429300.00
Wickednick,nehvyvz,Mexico Open at Vidanta,2024-02-22,Tony Finau,145125.00
zjb23,43hrm4d,Mexico Open at Vidanta,2024-02-22,Keith Mitchell,99549.00
9thGreenAtNine,jjhzg65,Cognizant Classic in The Palm Beaches,2024-02-29,Daniel Berger,0.00
AKsREVENGE,64h9j7o,Cognizant Classic in The Palm Beaches,2024-02-29,Shane Lowry,344250.00
anpyanks,43hrmz5,Cognizant Classic in The Palm Beaches,2024-02-29,Eric Cole,0.00
balvari,dnhqm0e,Cognizant Classic in The Palm Beaches,2024-02-29,Eric Cole,0.00
BigCat97,qzhkx78,Cognizant Classic in The Palm Beaches,2024-02-29,Shane Lowry,344250.00
Bjrobins123,78hp55w,Cognizant Classic in The Palm Beaches,2024-02-29,Russell Henley,32850.00
CashMonet,oohqvv9,Cognizant Classic in The Palm Beaches,2024-02-29,Russell Henley,32850.00
chrismurf21,64h9g9w,Cognizant Classic in The Palm Beaches,2024-02-29,Cameron Young,344250.00
docpalm,neh7mge,Cognizant Classic in The Palm Beaches,2024-02-29,Shane Lowry,344250.00
Donkosaurus,wrhd5vm,Cognizant Classic in The Palm Beaches,2024-02-29,Justin Rose,19440.00
Dreamweaver816,ykhw95j,Cognizant Classic in The Palm Beaches,2024-02-29,Sungjae Im,0.00
Enicola0922,k6hx6gd,Cognizant Classic in The Palm Beaches,2024-02-29,Sungjae Im,0.00
epab2350,8vh0gp4,Cognizant Classic in The Palm Beaches,2024-02-29,Byeong Hun An,87750.00
GlizzyAtTheTurn,36h6jv5,Cognizant Classic in The Palm Beaches,2024-02-29,Eric Cole,0.00
golfprotriplets,wrhd3n7,Cognizant Classic in The Palm Beaches,2024-02-29,Russell Henley,32850.00
halliam1114,ykhwrxr,Cognizant Classic in The Palm Beaches,2024-02-29,Russell Henley,32850.00
itsabucslife1,wrhdgg8,Cognizant Classic in The Palm Beaches,2024-02-29,Byeong Hun An,87750.00
JermRussLFG,oohq00q,Cognizant Classic in The Palm Beaches,2024-02-29,Stephan Jaeger,0.00
JLUDEOBV,vnhv54n,Cognizant Classic in The Palm Beaches,2024-02-29,Eric Cole,0.00
joempike,oohq04p,Cognizant Classic in The Palm Beaches,2024-02-29,Eric Cole,0.00
jonescurtisw,dnhqx8j,Cognizant Classic in The Palm Beaches,2024-02-29,Eric Cole,0.00
josen1,qzhk84y,Cognizant Classic in The Palm Beaches,2024-02-29,Sungjae Im,0.00
jtsalvetti,0dh95e7,Cognizant Classic in The Palm Beaches,2024-02-29,J.T. Poston,19170.00
JustDan,36hx0j9,Cognizant Classic in The Palm Beaches,2024-02-29,Cameron Young,344250.00
Kbhoff,gkhdr46,Cognizant Classic in The Palm Beaches,2024-02-29,Russell Henley,32850.00
linkcalhoun,78hp4ro,Cognizant Classic in The Palm Beaches,2024-02-29,Cameron Young,344250.00
logandempsey20,m3h790r,Cognizant Classic in The Palm Beaches,2024-02-29,Denny McCarthy,0.00
Mohmo,64he6nw,Cognizant Classic in The Palm Beaches,2024-02-29,Eric Cole,0.00
nausetsurf,gkhd55z,Cognizant Classic in The Palm Beaches,2024-02-29,Russell Henley,32850.00
one007,53hpydy,Cognizant Classic in The Palm Beaches,2024-02-29,Byeong Hun An,87750.00
pangomango,jjhzgoz,Cognizant Classic in The Palm Beaches,2024-02-29,Shane Lowry,344250.00
pbyrne11,64hep78,Cognizant Classic in The Palm Beaches,2024-02-29,Eric Cole,0.00
picksixer360,erhp3gm,Cognizant Classic in The Palm Beaches,2024-02-29,Russell Henley,32850.00
Pitch12,53hpqnr,Cognizant Classic in The Palm Beaches,2024-02-29,Shane Lowry,344250.00
Rjsut727,k6hd763,Cognizant Classic in The Palm Beaches,2024-02-29,Eric Cole,0.00
SamDanes26,ykhy67v,Cognizant Classic in The Palm Beaches,2024-02-29,Cameron Young,344250.00
Sandell,53hpkgw,Cognizant Classic in The Palm Beaches,2024-02-29,Shane Lowry,344250.00
Skibasher,qzh6rzp,Cognizant Classic in The Palm Beaches,2024-02-29,Russell Henley,32850.00
strokes3410,k6hx9nj,Cognizant Classic in The Palm Beaches,2024-02-29,Byeong Hun An,87750.00
tboland1324,dnhq46j,Cognizant Classic in The Palm Beaches,2024-02-29,Adam Svensson,0.00
theWhistlesGoWo,r8h9kov,Cognizant Classic in The Palm Beaches,2024-02-29,Russell Henley,32850.00
thorrr,64h9jd8,Cognizant Classic in The Palm Beaches,2024-02-29,Keith Mitchell,210536.00
tice0101,qzh6p30,Cognizant Classic in The Palm Beaches,2024-02-29,Eric Cole,0.00
Tiger4040,wrhdqy3,Cognizant Classic in The Palm Beaches,2024-02-29,Keith Mitchell,210536.00
vegatime99,wrhdz40,Cognizant Classic in The Palm Beaches,2024-02-29,Eric Cole,0.00
Walshy0104,neh7k0d,Cognizant Classic in The Palm Beaches,2024-02-29,Eric Cole,0.00
Wickednick,nehvyvz,Cognizant Classic in The Palm Beaches,2024-02-29,Chris Kirk,59014.00
zjb23,43hrm4d,Cognizant Classic in The Palm Beaches,2024-02-29,Shane Lowry,344250.00
9thGreenAtNine,jjhzg65,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Scottie Scheffler,4000000.00
AKsREVENGE,64h9j7o,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Scottie Scheffler,4000000.00
anpyanks,43hrmz5,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Rory McIlroy,224750.00
balvari,dnhqm0e,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Scottie Scheffler,4000000.00
BigCat97,qzhkx78,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Rory McIlroy,224750.00
Bjrobins123,78hp55w,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Rory McIlroy,224750.00
CashMonet,oohqvv9,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Rory McIlroy,224750.00
chrismurf21,64h9g9w,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Ludvig Aberg,162800.00
docpalm,neh7mge,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Viktor Hovland,88375.00
Donkosaurus,wrhd5vm,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Xander Schauffele,162800.00
Dreamweaver816,ykhw95j,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Sam Burns,123500.00
Enicola0922,k6hx6gd,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Cameron Young,88375.00
epab2350,8vh0gp4,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Scottie Scheffler,4000000.00
GlizzyAtTheTurn,36h6jv5,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Scottie Scheffler,4000000.00
golfprotriplets,wrhd3n7,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Rory McIlroy,224750.00
halliam1114,ykhwrxr,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Scottie Scheffler,4000000.00
HLAXERS,m3hgm7j,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Rory McIlroy,224750.00
itsabucslife1,wrhdgg8,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Rory McIlroy,224750.00
JermRussLFG,oohq00q,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Viktor Hovland,88375.00
JLUDEOBV,vnhv54n,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Ludvig Aberg,162800.00
joempike,oohq04p,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Xander Schauffele,162800.00
jonescurtisw,dnhqx8j,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Scottie Scheffler,4000000.00
josen1,qzhk84y,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Collin Morikawa,0.00
jtsalvetti,0dh95e7,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Patrick Cantlay,88375.00
JustDan,36hx0j9,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Viktor Hovland,88375.00
Kbhoff,gkhdr46,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Viktor Hovland,88375.00
linkcalhoun,78hp4ro,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Patrick Cantlay,88375.00
logandempsey20,m3h790r,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Rory McIlroy,224750.00
Mohmo,64he6nw,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Scottie Scheffler,4000000.00
nausetsurf,gkhd55z,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Rory McIlroy,224750.00
one007,53hpydy,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Sam Burns,123500.00
pangomango,jjhzgoz,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Viktor Hovland,88375.00
pbyrne11,64hep78,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Viktor Hovland,88375.00
Pitch12,53hpqnr,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Patrick Cantlay,88375.00
Rjsut727,k6hd763,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Scottie Scheffler,4000000.00
SamDanes26,ykhy67v,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Rory McIlroy,224750.00
Sandell,53hpkgw,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Rory McIlroy,224750.00
Skibasher,qzh6rzp,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Rory McIlroy,224750.00
strokes3410,k6hx9nj,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Rory McIlroy,224750.00
tboland1324,dnhq46j,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Scottie Scheffler,4000000.00
theWhistlesGoWo,r8h9kov,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Rory McIlroy,224750.00
thorrr,64h9jd8,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Scottie Scheffler,4000000.00
tice0101,qzh6p30,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Xander Schauffele,162800.00
Tiger4040,wrhdqy3,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Rory McIlroy,224750.00
vegatime99,wrhdz40,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Matt Fitzpatrick,0.00
Walshy0104,neh7k0d,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Viktor Hovland,88375.00
Wickednick,nehvyvz,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Will Zalatoris,920000.00
zjb23,43hrm4d,Arnold Palmer Invitational presented by Mastercard,2024-03-07,Matt Fitzpatrick,0.00
9thGreenAtNine,jjhzg65,THE PLAYERS Championship,2024-03-14,Max Homa,53500.00
AKsREVENGE,64h9j7o,THE PLAYERS Championship,2024-03-14,Hideki Matsuyama,875000.00
anpyanks,43hrmz5,THE PLAYERS Championship,2024-03-14,Scottie Scheffler,4500000.00
balvari,dnhqm0e,THE PLAYERS Championship,2024-03-14,Xander Schauffele,1891667.00
BigCat97,qzhkx78,THE PLAYERS Championship,2024-03-14,Hideki Matsuyama,875000.00
Bjrobins123,78hp55w,THE PLAYERS Championship,2024-03-14,Scottie Scheffler,4500000.00
CashMonet,oohqvv9,THE PLAYERS Championship,2024-03-14,Scottie Scheffler,4500000.00
chrismurf21,64h9g9w,THE PLAYERS Championship,2024-03-14,Hideki Matsuyama,875000.00
docpalm,neh7mge,THE PLAYERS Championship,2024-03-14,Hideki Matsuyama,875000.00
Donkosaurus,wrhd5vm,THE PLAYERS Championship,2024-03-14,Keegan Bradley,0.00
Dreamweaver816,ykhw95j,THE PLAYERS Championship,2024-03-14,Max Homa,53500.00
Enicola0922,k6hx6gd,THE PLAYERS Championship,2024-03-14,Justin Thomas,0.00
epab2350,8vh0gp4,THE PLAYERS Championship,2024-03-14,Will Zalatoris,0.00
GlizzyAtTheTurn,36h6jv5,THE PLAYERS Championship,2024-03-14,Patrick Cantlay,51500.00
golfprotriplets,wrhd3n7,THE PLAYERS Championship,2024-03-14,Scottie Scheffler,4500000.00
halliam1114,ykhwrxr,THE PLAYERS Championship,2024-03-14,Xander Schauffele,1891667.00
HLAXERS,m3hgm7j,THE PLAYERS Championship,2024-03-14,Viktor Hovland,55000.00
itsabucslife1,wrhdgg8,THE PLAYERS Championship,2024-03-14,Scottie Scheffler,4500000.00
JermRussLFG,oohq00q,THE PLAYERS Championship,2024-03-14,Scottie Scheffler,4500000.00
JLUDEOBV,vnhv54n,THE PLAYERS Championship,2024-03-14,Scottie Scheffler,4500000.00
joempike,oohq04p,THE PLAYERS Championship,2024-03-14,Viktor Hovland,55000.00
jonescurtisw,dnhqx8j,THE PLAYERS Championship,2024-03-14,Hideki Matsuyama,875000.00
josen1,qzhk84y,THE PLAYERS Championship,2024-03-14,Viktor Hovland,55000.00
jtsalvetti,0dh95e7,THE PLAYERS Championship,2024-03-14,Scottie Scheffler,4500000.00
JustDan,36hx0j9,THE PLAYERS Championship,2024-03-14,Xander Schauffele,1891667.00
Kbhoff,gkhdr46,THE PLAYERS Championship,2024-03-14,Xander Schauffele,1891667.00
linkcalhoun,78hp4ro,THE PLAYERS Championship,2024-03-14,Hideki Matsuyama,875000.00
Mohmo,64he6nw,THE PLAYERS Championship,2024-03-14,Russell Henley,0.00
nausetsurf,gkhd55z,THE PLAYERS Championship,2024-03-14,Viktor Hovland,55000.00
one007,53hpydy,THE PLAYERS Championship,2024-03-14,Rory McIlroy,285536.00
pangomango,jjhzgoz,THE PLAYERS Championship,2024-03-14,Scottie Scheffler,4500000.00
pbyrne11,64hep78,THE PLAYERS Championship,2024-03-14,Russell Henley,0.00
picksixer360,erhp3gm,THE PLAYERS Championship,2024-03-14,Scottie Scheffler,4500000.00
Pitch12,53hpqnr,THE PLAYERS Championship,2024-03-14,Max Homa,53500.00
Rjsut727,k6hd763,THE PLAYERS Championship,2024-03-14,Rory McIlroy,285536.00
SamDanes26,ykhy67v,THE PLAYERS Championship,2024-03-14,Will Zalatoris,0.00
Sandell,53hpkgw,THE PLAYERS Championship,2024-03-14,Hideki Matsuyama,875000.00
Skibasher,qzh6rzp,THE PLAYERS Championship,2024-03-14,Tommy Fleetwood,119286.00
strokes3410,k6hx9nj,THE PLAYERS Championship,2024-03-14,Max Homa,53500.00
tboland1324,dnhq46j,THE PLAYERS Championship,2024-03-14,Sam Burns,70063.00
theWhistlesGoWo,r8h9kov,THE PLAYERS Championship,2024-03-14,Viktor Hovland,55000.00
thorrr,64h9jd8,THE PLAYERS Championship,2024-03-14,Will Zalatoris,0.00
tice0101,qzh6p30,THE PLAYERS Championship,2024-03-14,Ludvig Aberg,781250.00
Tiger4040,wrhdqy3,THE PLAYERS Championship,2024-03-14,Jordan Spieth,0.00
vegatime99,wrhdz40,THE PLAYERS Championship,2024-03-14,Will Zalatoris,0.00
Walshy0104,neh7k0d,THE PLAYERS Championship,2024-03-14,Justin Thomas,0.00
Wickednick,nehvyvz,THE PLAYERS Championship,2024-03-14,Scottie Scheffler,4500000.00
zjb23,43hrm4d,THE PLAYERS Championship,2024-03-14,Scottie Scheffler,4500000.00
9thGreenAtNine,jjhzg65,Valspar Championship,2024-03-21,Brian Harman,0.00
AKsREVENGE,64h9j7o,Valspar Championship,2024-03-21,Sam Burns,0.00
anpyanks,43hrmz5,Valspar Championship,2024-03-21,Adam Hadwin,298725.00
balvari,dnhqm0e,Valspar Championship,2024-03-21,Cameron Young,915600.00
BigCat97,qzhkx78,Valspar Championship,2024-03-21,Brian Harman,0.00
Bjrobins123,78hp55w,Valspar Championship,2024-03-21,Brian Harman,0.00
CashMonet,oohqvv9,Valspar Championship,2024-03-21,Justin Thomas,18060.00
chrismurf21,64h9g9w,Valspar Championship,2024-03-21,Brian Harman,0.00
docpalm,neh7mge,Valspar Championship,2024-03-21,Cameron Young,915600.00
Donkosaurus,wrhd5vm,Valspar Championship,2024-03-21,Sungjae Im,0.00
Dreamweaver816,ykhw95j,Valspar Championship,2024-03-21,Nick Taylor,18060.00
Enicola0922,k6hx6gd,Valspar Championship,2024-03-21,Sam Burns,0.00
epab2350,8vh0gp4,Valspar Championship,2024-03-21,Brian Harman,0.00
GlizzyAtTheTurn,36h6jv5,Valspar Championship,2024-03-21,Sam Burns,0.00
golfprotriplets,wrhd3n7,Valspar Championship,2024-03-21,Brian Harman,0.00
halliam1114,ykhwrxr,Valspar Championship,2024-03-21,Taylor Montgomery,0.00
HLAXERS,m3hgm7j,Valspar Championship,2024-03-21,Sam Burns,0.00
itsabucslife1,wrhdgg8,Valspar Championship,2024-03-21,Sungjae Im,0.00
JermRussLFG,oohq00q,Valspar Championship,2024-03-21,Xander Schauffele,298725.00
JLUDEOBV,vnhv54n,Valspar Championship,2024-03-21,Sam Burns,0.00
joempike,oohq04p,Valspar Championship,2024-03-21,Justin Thomas,18060.00
jonescurtisw,dnhqx8j,Valspar Championship,2024-03-21,Nick Taylor,18060.00
josen1,qzhk84y,Valspar Championship,2024-03-21,Akshay Bhatia,104020.00
jtsalvetti,0dh95e7,Valspar Championship,2024-03-21,Brian Harman,0.00
JustDan,36hx0j9,Valspar Championship,2024-03-21,Brian Harman,0.00
Kbhoff,gkhdr46,Valspar Championship,2024-03-21,Jordan Spieth,0.00
linkcalhoun,78hp4ro,Valspar Championship,2024-03-21,Brian Harman,0.00
logandempsey20,m3h790r,Valspar Championship,2024-03-21,Cameron Young,915600.00
Mohmo,64he6nw,Valspar Championship,2024-03-21,Brian Harman,0.00
nausetsurf,gkhd55z,Valspar Championship,2024-03-21,Sam Burns,0.00
one007,53hpydy,Valspar Championship,2024-03-21,Xander Schauffele,298725.00
pangomango,jjhzgoz,Valspar Championship,2024-03-21,Christiaan Bezuidenhout,237300.00
pbyrne11,64hep78,Valspar Championship,2024-03-21,Christiaan Bezuidenhout,237300.00
picksixer360,erhp3gm,Valspar Championship,2024-03-21,Sam Burns,0.00
Pitch12,53hpqnr,Valspar Championship,2024-03-21,Min Woo Lee,0.00
Rjsut727,k6hd763,Valspar Championship,2024-03-21,Brian Harman,0.00
SamDanes26,ykhy67v,Valspar Championship,2024-03-21,Doug Ghim,17388.00
Sandell,53hpkgw,Valspar Championship,2024-03-21,Nick Taylor,18060.00
Skibasher,qzh6rzp,Valspar Championship,2024-03-21,Eric Cole,39410.00
strokes3410,k6hx9nj,Valspar Championship,2024-03-21,Sam Burns,0.00
tboland1324,dnhq46j,Valspar Championship,2024-03-21,Doug Ghim,17388.00
theWhistlesGoWo,r8h9kov,Valspar Championship,2024-03-21,Jordan Spieth,0.00
thorrr,64h9jd8,Valspar Championship,2024-03-21,Cameron Young,915600.00
tice0101,qzh6p30,Valspar Championship,2024-03-21,Brian Harman,0.00
Tiger4040,wrhdqy3,Valspar Championship,2024-03-21,Sam Burns,0.00
vegatime99,wrhdz40,Valspar Championship,2024-03-21,Sam Burns,0.00
Walshy0104,neh7k0d,Valspar Championship,2024-03-21,Tony Finau,0.00
Wickednick,nehvyvz,Valspar Championship,2024-03-21,Sam Burns,0.00
zjb23,43hrm4d,Valspar Championship,2024-03-21,Sam Burns,0.00
9thGreenAtNine,jjhzg65,Texas Children's Houston Open,2024-03-28,Sahith Theegala,65065.00
AKsREVENGE,64h9j7o,Texas Children's Houston Open,2024-03-28,Sahith Theegala,65065.00
anpyanks,43hrmz5,Texas Children's Houston Open,2024-03-28,Sahith Theegala,65065.00
balvari,dnhqm0e,Texas Children's Houston Open,2024-03-28,Jason Day,0.00
BigCat97,qzhkx78,Texas Children's Houston Open,2024-03-28,Si Woo Kim,134225.00
Bjrobins123,78hp55w,Texas Children's Houston Open,2024-03-28,Sahith Theegala,65065.00
CashMonet,oohqvv9,Texas Children's Houston Open,2024-03-28,Stephan Jaeger,1638000.00
chrismurf21,64h9g9w,Texas Children's Houston Open,2024-03-28,Mackenzie Hughes,166075.00
docpalm,neh7mge,Texas Children's Houston Open,2024-03-28,Will Zalatoris,17654.00
Donkosaurus,wrhd5vm,Texas Children's Houston Open,2024-03-28,Alex Noren,211575.00
Dreamweaver816,ykhw95j,Texas Children's Houston Open,2024-03-28,Jason Day,0.00
Enicola0922,k6hx6gd,Texas Children's Houston Open,2024-03-28,Si Woo Kim,134225.00
epab2350,8vh0gp4,Texas Children's Houston Open,2024-03-28,Keith Mitchell,0.00
GlizzyAtTheTurn,36h6jv5,Texas Children's Houston Open,2024-03-28,Si Woo Kim,134225.00
golfprotriplets,wrhd3n7,Texas Children's Houston Open,2024-03-28,Si Woo Kim,134225.00
halliam1114,ykhwrxr,Texas Children's Houston Open,2024-03-28,Tony Finau,553735.00
HLAXERS,m3hgm7j,Texas Children's Houston Open,2024-03-28,Sahith Theegala,65065.00
itsabucslife1,wrhdgg8,Texas Children's Houston Open,2024-03-28,Sahith Theegala,65065.00
JermRussLFG,oohq00q,Texas Children's Houston Open,2024-03-28,Tony Finau,553735.00
JLUDEOBV,vnhv54n,Texas Children's Houston Open,2024-03-28,Sahith Theegala,65065.00
joempike,oohq04p,Texas Children's Houston Open,2024-03-28,Jason Day,0.00
jonescurtisw,dnhqx8j,Texas Children's Houston Open,2024-03-28,Keith Mitchell,0.00
josen1,qzhk84y,Texas Children's Houston Open,2024-03-28,Luke List,0.00
jtsalvetti,0dh95e7,Texas Children's Houston Open,2024-03-28,Wyndham Clark,54418.00
JustDan,36hx0j9,Texas Children's Houston Open,2024-03-28,Wyndham Clark,54418.00
Kbhoff,gkhdr46,Texas Children's Houston Open,2024-03-28,Si Woo Kim,134225.00
linkcalhoun,78hp4ro,Texas Children's Houston Open,2024-03-28,Jake Knapp,0.00
logandempsey20,m3h790r,Texas Children's Houston Open,2024-03-28,Jake Knapp,0.00
Mohmo,64he6nw,Texas Children's Houston Open,2024-03-28,Will Zalatoris,17654.00
nausetsurf,gkhd55z,Texas Children's Houston Open,2024-03-28,Sahith Theegala,65065.00
one007,53hpydy,Texas Children's Houston Open,2024-03-28,Carl Yuan,0.00
pangomango,jjhzgoz,Texas Children's Houston Open,2024-03-28,Sahith Theegala,65065.00
pbyrne11,64hep78,Texas Children's Houston Open,2024-03-28,Keith Mitchell,0.00
picksixer360,erhp3gm,Texas Children's Houston Open,2024-03-28,Stephan Jaeger,1638000.00
Pitch12,53hpqnr,Texas Children's Houston Open,2024-03-28,Sahith Theegala,65065.00
Rjsut727,k6hd763,Texas Children's Houston Open,2024-03-28,Jason Day,0.00
SamDanes26,ykhy67v,Texas Children's Houston Open,2024-03-28,Sahith Theegala,65065.00
Sandell,53hpkgw,Texas Children's Houston Open,2024-03-28,Sahith Theegala,65065.00
Skibasher,qzh6rzp,Texas Children's Houston Open,2024-03-28,Will Zalatoris,17654.00
strokes3410,k6hx9nj,Texas Children's Houston Open,2024-03-28,Will Zalatoris,17654.00
tboland1324,dnhq46j,Texas Children's Houston Open,2024-03-28,Sahith Theegala,65065.00
theWhistlesGoWo,r8h9kov,Texas Children's Houston Open,2024-03-28,Wyndham Clark,54418.00
thorrr,64h9jd8,Texas Children's Houston Open,2024-03-28,Tony Finau,553735.00
tice0101,qzh6p30,Texas Children's Houston Open,2024-03-28,Jason Day,0.00
Tiger4040,wrhdqy3,Texas Children's Houston Open,2024-03-28,Jason Day,0.00
vegatime99,wrhdz40,Texas Children's Houston Open,2024-03-28,Wyndham Clark,54418.00
Walshy0104,neh7k0d,Texas Children's Houston Open,2024-03-28,Jake Knapp,0.00
Wickednick,nehvyvz,Texas Children's Houston Open,2024-03-28,Jason Day,0.00
zjb23,43hrm4d,Texas Children's Houston Open,2024-03-28,Si Woo Kim,134225.00
9thGreenAtNine,jjhzg65,Valero Texas Open,2024-04-04,Harris English,0.00
AKsREVENGE,64h9j7o,Valero Texas Open,2024-04-04,Ludvig Aberg,131602.00
anpyanks,43hrmz5,Valero Texas Open,2024-04-04,Ludvig Aberg,131602.00
balvari,dnhqm0e,Valero Texas Open,2024-04-04,Hideki Matsuyama,289033.00
BigCat97,qzhkx78,Valero Texas Open,2024-04-04,Ludvig Aberg,131602.00
Bjrobins123,78hp55w,Valero Texas Open,2024-04-04,Akshay Bhatia,1656000.00
CashMonet,oohqvv9,Valero Texas Open,2024-04-04,Jordan Spieth,223100.00
chrismurf21,64h9g9w,Valero Texas Open,2024-04-04,Christiaan Bezuidenhout,67735.00
docpalm,neh7mge,Valero Texas Open,2024-04-04,Tommy Fleetwood,289033.00
Donkosaurus,wrhd5vm,Valero Texas Open,2024-04-04,Byeong Hun An,0.00
Dreamweaver816,ykhw95j,Valero Texas Open,2024-04-04,Harris English,0.00
Enicola0922,k6hx6gd,Valero Texas Open,2024-04-04,Byeong Hun An,0.00
epab2350,8vh0gp4,Valero Texas Open,2024-04-04,Alex Noren,131602.00
GlizzyAtTheTurn,36h6jv5,Valero Texas Open,2024-04-04,Ludvig Aberg,131602.00
golfprotriplets,wrhd3n7,Valero Texas Open,2024-04-04,Byeong Hun An,0.00
halliam1114,ykhwrxr,Valero Texas Open,2024-04-04,Byeong Hun An,0.00
HLAXERS,m3hgm7j,Valero Texas Open,2024-04-04,Jordan Spieth,223100.00
