tour,year,season,event_completed,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots,eagles_or_better,birdies,pars,bogies,doubles_or_worse,finish_num,round_date
PGA,2026,2026,2026-01-25,The American Express,2,"McGreevy, Max",23505,T27,2,Nicklaus Tournament Course,233,72.0,1.0,9:47am,68.0,,,,,,-0.549,,,,,,,,,1.0,5.0,9.0,3.0,0.0,27,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"McGreevy, Max",23505,T27,3,Pete Dye Stadium Course,704,72.0,10.0,9:14am,70.0,-0.74,-0.235,1.159,1.216,2.14,1.4,287.9,0.786,0.833,0.5,39.782,31.0,4.0,3.0,0.0,4.0,12.0,2.0,0.0,27,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"McGreevy, Max",23505,T27,4,Pete Dye Stadium Course,704,72.0,10.0,9:07am,67.0,1.822,-0.742,0.972,0.318,0.548,2.37,285.3,0.643,0.833,0.6,29.642,22.779,2.0,2.0,0.0,5.0,13.0,0.0,0.0,27,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Taylor, Nick",13126,T27,1,La Quinta Country Club,202,72.0,10.0,10:31am,65.0,,,,,,2.423,,,,,,,,,1.0,5.0,12.0,0.0,0.0,27,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Taylor, Nick",13126,T27,2,Nicklaus Tournament Course,233,72.0,1.0,9:58am,65.0,,,,,,2.451,,,,,,,,,0.0,7.0,11.0,0.0,0.0,27,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Taylor, Nick",13126,T27,4,Pete Dye Stadium Course,704,72.0,1.0,8:56am,69.0,0.399,2.144,-2.74,0.567,-0.029,0.37,283.4,0.714,0.722,0.857,74.896,34.994,5.0,4.0,0.0,5.0,12.0,0.0,1.0,27,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Kim, Tom",24766,T38,1,Pete Dye Stadium Course,704,72.0,10.0,8:41am,72.0,-0.491,-0.584,-0.146,-0.087,-0.817,-1.308,278.8,0.643,0.667,0.556,33.951,32.444,3.0,3.0,0.0,4.0,11.0,2.0,1.0,38,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Kim, Tom",24766,T38,2,La Quinta Country Club,202,72.0,1.0,10:31am,66.0,,,,,,1.961,,,,,,,,,0.0,7.0,10.0,1.0,0.0,38,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Bezuidenhout, Christiaan",18103,T38,4,Pete Dye Stadium Course,704,72.0,10.0,9:18am,68.0,0.438,0.3,1.98,-1.348,0.932,1.37,276.1,0.286,0.833,0.75,34.856,24.947,3.0,2.0,0.0,6.0,10.0,2.0,0.0,38,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Kim, Tom",24766,T38,3,Nicklaus Tournament Course,233,72.0,10.0,9:58am,66.0,,,,,,2.8,,,,,,,,,0.0,7.0,10.0,1.0,0.0,38,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Lee, Min Woo",16841,T38,1,Nicklaus Tournament Course,233,72.0,10.0,8:41am,62.0,,,,,,4.75,,,,,,,,,0.0,10.0,8.0,0.0,0.0,38,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Lee, Min Woo",16841,T38,2,Pete Dye Stadium Course,704,72.0,1.0,10:31am,71.0,-1.331,-0.706,1.545,-0.297,0.542,-0.788,289.8,0.5,0.667,0.714,31.071,20.861,2.0,4.0,0.0,3.0,13.0,2.0,0.0,38,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Lee, Min Woo",16841,T38,3,La Quinta Country Club,202,72.0,10.0,9:58am,69.0,,,,,,-0.577,,,,,,,,,0.0,4.0,13.0,1.0,0.0,38,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Lee, Min Woo",16841,T38,4,Pete Dye Stadium Course,704,72.0,1.0,8:45am,70.0,-0.844,-0.601,-0.285,1.1,0.214,-0.63,293.8,0.714,0.722,0.667,54.652,31.263,3.0,2.0,0.0,4.0,12.0,2.0,0.0,38,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Dahmen, Joel",14509,T38,1,Pete Dye Stadium Course,704,72.0,10.0,9:36am,69.0,0.549,0.557,-0.362,0.948,1.143,1.692,285.6,0.786,0.667,0.889,26.051,34.725,2.0,0.0,0.0,4.0,13.0,1.0,0.0,38,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Dahmen, Joel",14509,T38,2,La Quinta Country Club,202,72.0,1.0,9:03am,66.0,,,,,,1.961,,,,,,,,,0.0,7.0,10.0,1.0,0.0,38,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Dahmen, Joel",14509,T38,3,Nicklaus Tournament Course,233,72.0,10.0,8:30am,67.0,,,,,,1.8,,,,,,,,,0.0,6.0,11.0,1.0,0.0,38,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Dahmen, Joel",14509,T38,4,Pete Dye Stadium Course,704,72.0,1.0,9:18am,70.0,-1.264,0.407,-0.433,0.66,0.634,-0.63,284.5,0.714,0.778,0.833,18.468,35.4,0.0,2.0,0.0,3.0,14.0,1.0,0.0,38,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Poston, J.T.",21554,T38,1,Pete Dye Stadium Course,704,72.0,10.0,9:14am,66.0,1.016,-0.135,3.272,0.539,3.676,4.692,288.4,0.643,0.778,0.833,28.405,23.719,4.0,2.0,0.0,6.0,12.0,0.0,0.0,38,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Poston, J.T.",21554,T38,2,La Quinta Country Club,202,72.0,1.0,8:41am,67.0,,,,,,0.961,,,,,,,,,0.0,6.0,11.0,1.0,0.0,38,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Poston, J.T.",21554,T38,3,Nicklaus Tournament Course,233,72.0,10.0,10:31am,65.0,,,,,,3.8,,,,,,,,,0.0,8.0,9.0,1.0,0.0,38,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Poston, J.T.",21554,T38,4,Pete Dye Stadium Course,704,72.0,1.0,10:13am,74.0,-3.905,-1.103,1.113,-0.735,-0.725,-4.63,298.6,0.571,0.833,0.0,26.98,21.23,1.0,5.0,0.0,1.0,14.0,3.0,0.0,38,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Bezuidenhout, Christiaan",18103,T38,1,Nicklaus Tournament Course,233,72.0,10.0,10:20am,68.0,,,,,,-1.25,,,,,,,,,0.0,4.0,14.0,0.0,0.0,38,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Bezuidenhout, Christiaan",18103,T38,2,Pete Dye Stadium Course,704,72.0,1.0,9:47am,67.0,1.678,0.333,0.367,0.834,1.534,3.212,279.4,0.857,0.778,0.857,59.911,34.184,6.0,2.0,0.0,6.0,11.0,1.0,0.0,38,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Kim, Tom",24766,T38,4,Pete Dye Stadium Course,704,72.0,10.0,9:29am,68.0,-1.554,0.808,0.994,1.122,2.924,1.37,282.4,0.857,0.778,0.833,18.047,21.566,2.0,3.0,0.0,5.0,12.0,1.0,0.0,38,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Lipsky, David",15980,T44,4,Pete Dye Stadium Course,704,72.0,10.0,8:45am,70.0,0.346,-0.842,-0.073,-0.061,-0.976,-0.63,286.0,0.5,0.778,0.5,43.213,29.188,2.0,3.0,0.0,6.0,9.0,2.0,1.0,44,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Berger, Daniel",17606,T56,3,Pete Dye Stadium Course,704,72.0,10.0,9:58am,70.0,-0.247,1.256,-0.652,1.043,1.647,1.4,294.7,0.643,0.722,0.833,59.678,32.597,3.0,2.0,0.0,4.0,12.0,2.0,0.0,56,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Castillo, Ricky",27819,T44,2,Pete Dye Stadium Course,704,72.0,1.0,10:09am,73.0,-1.17,0.75,-1.391,-0.978,-1.619,-2.788,300.2,0.571,0.667,0.625,27.587,33.503,4.0,5.0,0.0,5.0,10.0,1.0,2.0,44,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Parry, John",13764,T56,1,Nicklaus Tournament Course,233,72.0,10.0,9:25am,67.0,,,,,,-0.25,,,,,,,,,0.0,8.0,8.0,1.0,1.0,56,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Parry, John",13764,T56,2,Pete Dye Stadium Course,704,72.0,1.0,8:52am,70.0,0.6,0.567,-1.033,0.078,-0.388,0.212,282.9,0.643,0.611,0.75,32.372,26.961,2.0,3.0,0.0,4.0,12.0,2.0,0.0,56,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Parry, John",13764,T56,3,La Quinta Country Club,202,72.0,10.0,10:42am,67.0,,,,,,1.423,,,,,,,,,1.0,4.0,12.0,1.0,0.0,56,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Parry, John",13764,T56,4,Pete Dye Stadium Course,704,72.0,10.0,9:29am,70.0,-0.544,-0.066,0.455,-0.475,-0.086,-0.63,288.2,0.429,0.778,0.667,30.208,22.158,1.0,1.0,0.0,3.0,14.0,1.0,0.0,56,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Riley, Davis",19872,T56,1,Nicklaus Tournament Course,233,72.0,10.0,9:14am,66.0,,,,,,0.75,,,,,,,,,1.0,5.0,11.0,1.0,0.0,56,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Riley, Davis",19872,T56,2,Pete Dye Stadium Course,704,72.0,1.0,8:41am,71.0,-0.344,1.321,-0.348,-1.418,-0.445,-0.788,288.7,0.571,0.778,0.8,40.84,28.706,4.0,4.0,0.0,4.0,12.0,1.0,1.0,56,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Riley, Davis",19872,T56,3,La Quinta Country Club,202,72.0,10.0,10:31am,66.0,,,,,,2.423,,,,,,,,,0.0,7.0,10.0,1.0,0.0,56,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Riley, Davis",19872,T56,4,Pete Dye Stadium Course,704,72.0,10.0,8:45am,71.0,3.323,-1.916,-3.941,0.904,-4.953,-1.63,287.0,0.714,0.722,0.7,52.768,42.371,4.0,5.0,0.0,7.0,7.0,2.0,2.0,56,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Berger, Daniel",17606,T56,1,La Quinta Country Club,202,72.0,10.0,8:41am,68.0,,,,,,-0.577,,,,,,,,,0.0,5.0,12.0,1.0,0.0,56,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Berger, Daniel",17606,T56,2,Nicklaus Tournament Course,233,72.0,1.0,10:31am,66.0,,,,,,1.451,,,,,,,,,0.0,6.0,12.0,0.0,0.0,56,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Berger, Daniel",17606,T56,4,Pete Dye Stadium Course,704,72.0,10.0,9:18am,70.0,-1.166,1.263,0.096,-0.823,0.536,-0.63,291.7,0.643,0.833,1.0,18.476,32.104,4.0,5.0,0.0,6.0,11.0,0.0,1.0,56,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Chatfield, Davis",30620,T63,1,Nicklaus Tournament Course,233,72.0,10.0,10:42am,65.0,,,,,,1.75,,,,,,,,,0.0,7.0,11.0,0.0,0.0,63,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Chatfield, Davis",30620,T63,2,Pete Dye Stadium Course,704,72.0,1.0,10:09am,70.0,-0.376,0.516,-0.382,0.453,0.587,0.212,274.6,0.857,0.667,0.571,70.556,27.703,4.0,3.0,0.0,5.0,10.0,3.0,0.0,63,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Chatfield, Davis",30620,T63,3,La Quinta Country Club,202,72.0,10.0,9:36am,69.0,,,,,,-0.577,,,,,,,,,0.0,6.0,10.0,1.0,1.0,63,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Chatfield, Davis",30620,T63,4,Pete Dye Stadium Course,704,72.0,10.0,9:18am,71.0,-2.05,0.528,-1.107,0.999,0.42,-1.63,277.6,0.929,0.778,0.667,99.866,27.44,1.0,3.0,0.0,1.0,17.0,0.0,0.0,63,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Phillips, Chandler",27164,T63,1,Nicklaus Tournament Course,233,72.0,1.0,10:20am,66.0,,,,,,0.75,,,,,,,,,1.0,6.0,9.0,2.0,0.0,63,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Phillips, Chandler",27164,T63,2,Pete Dye Stadium Course,704,72.0,10.0,9:47am,68.0,-0.688,0.75,1.421,0.728,2.899,2.212,288.2,0.714,0.833,0.8,10.796,26.332,2.0,2.0,0.0,5.0,12.0,1.0,0.0,63,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Phillips, Chandler",27164,T63,3,La Quinta Country Club,202,72.0,1.0,9:14am,70.0,,,,,,-1.577,,,,,,,,,0.0,5.0,11.0,1.0,1.0,63,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Phillips, Chandler",27164,T63,4,Pete Dye Stadium Course,704,72.0,10.0,9:07am,71.0,-0.315,1.164,-0.46,-2.019,-1.315,-1.63,287.7,0.5,0.611,0.875,52.358,34.755,4.0,7.0,0.0,5.0,9.0,4.0,0.0,63,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Meissner, Mac",28159,T63,1,Pete Dye Stadium Course,704,72.0,10.0,8:30am,70.0,-0.647,-0.472,1.297,0.514,1.339,0.692,285.9,0.643,0.833,0.6,36.094,22.024,2.0,1.0,0.0,4.0,12.0,2.0,0.0,63,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Meissner, Mac",28159,T63,2,La Quinta Country Club,202,72.0,1.0,10:20am,64.0,,,,,,3.961,,,,,,,,,1.0,6.0,11.0,0.0,0.0,63,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Meissner, Mac",28159,T63,3,Nicklaus Tournament Course,233,72.0,10.0,9:47am,71.0,,,,,,-2.2,,,,,,,,,1.0,2.0,12.0,3.0,0.0,63,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Meissner, Mac",28159,T63,4,Pete Dye Stadium Course,704,72.0,10.0,10:02am,70.0,-1.498,-0.816,1.156,0.528,0.868,-0.63,291.4,0.571,0.833,0.714,36.494,23.549,0.0,0.0,0.0,3.0,14.0,1.0,0.0,63,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Ramey, Chad",19840,T63,1,Nicklaus Tournament Course,233,72.0,1.0,9:36am,67.0,,,,,,-0.25,,,,,,,,,0.0,5.0,13.0,0.0,0.0,63,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Ramey, Chad",19840,T63,2,Pete Dye Stadium Course,704,72.0,10.0,9:03am,73.0,-1.793,-0.37,-1.65,1.024,-0.996,-2.788,286.3,0.786,0.722,0.6,30.648,29.605,4.0,4.0,0.0,3.0,12.0,2.0,1.0,63,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Ramey, Chad",19840,T63,3,La Quinta Country Club,202,72.0,1.0,8:30am,63.0,,,,,,5.423,,,,,,,,,0.0,9.0,9.0,0.0,0.0,63,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Ramey, Chad",19840,T63,4,Pete Dye Stadium Course,704,72.0,1.0,8:23am,72.0,0.455,0.109,-2.454,-0.74,-3.085,-2.63,278.0,0.5,0.444,0.75,55.414,28.139,1.0,3.0,0.0,2.0,14.0,2.0,0.0,63,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Burns, Sam",19483,T27,4,Pete Dye Stadium Course,704,72.0,1.0,9:40am,71.0,-1.151,-0.302,-0.466,0.289,-0.479,-1.63,290.8,0.5,0.722,0.5,69.231,30.362,3.0,6.0,0.0,4.0,11.0,3.0,0.0,27,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Power, Seamus",10104,T63,1,Pete Dye Stadium Course,704,72.0,1.0,9:03am,67.0,1.951,0.707,1.481,-0.447,1.741,3.692,284.8,0.643,0.889,0.667,44.527,31.05,3.0,2.0,0.0,6.0,11.0,1.0,0.0,63,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Moore, Taylor",21944,T56,4,Pete Dye Stadium Course,704,72.0,10.0,9:29am,70.0,-0.158,0.501,-2.768,1.795,-0.472,-0.63,305.3,0.714,0.556,0.8,70.543,26.13,2.0,4.0,0.0,3.0,14.0,1.0,0.0,56,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Moore, Taylor",21944,T56,3,Nicklaus Tournament Course,233,72.0,1.0,10:20am,66.0,,,,,,2.8,,,,,,,,,0.0,6.0,12.0,0.0,0.0,56,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Moore, Taylor",21944,T56,2,La Quinta Country Club,202,72.0,10.0,8:30am,68.0,,,,,,-0.039,,,,,,,,,0.0,5.0,12.0,1.0,0.0,56,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Moore, Taylor",21944,T56,1,Pete Dye Stadium Course,704,72.0,1.0,9:03am,70.0,-0.98,1.06,-0.489,1.101,1.672,0.692,294.0,0.643,0.833,0.75,38.27,31.506,2.0,1.0,0.0,3.0,14.0,1.0,0.0,56,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Castillo, Ricky",27819,T44,3,La Quinta Country Club,202,72.0,10.0,9:36am,64.0,,,,,,4.423,,,,,,,,,0.0,9.0,8.0,1.0,0.0,44,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Castillo, Ricky",27819,T44,4,Pete Dye Stadium Course,704,72.0,10.0,9:51am,68.0,-0.067,1.474,2.147,-2.184,1.437,1.37,293.7,0.5,0.722,0.8,21.758,25.858,5.0,5.0,0.0,7.0,9.0,1.0,1.0,44,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Hojgaard, Rasmus",23838,T44,1,Nicklaus Tournament Course,233,72.0,10.0,10:20am,68.0,,,,,,-1.25,,,,,,,,,0.0,5.0,12.0,1.0,0.0,44,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Hojgaard, Rasmus",23838,T44,2,Pete Dye Stadium Course,704,72.0,1.0,9:47am,65.0,3.672,0.537,0.042,0.961,1.54,5.212,293.3,0.571,0.611,0.8,30.53,41.883,7.0,2.0,1.0,6.0,10.0,1.0,0.0,44,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Hojgaard, Rasmus",23838,T44,3,La Quinta Country Club,202,72.0,10.0,9:14am,70.0,,,,,,-1.577,,,,,,,,,0.0,5.0,11.0,1.0,1.0,44,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Hojgaard, Rasmus",23838,T44,4,Pete Dye Stadium Course,704,72.0,10.0,8:23am,70.0,-1.346,-1.44,0.489,1.667,0.716,-0.63,295.6,0.786,0.722,0.571,26.138,27.412,4.0,5.0,0.0,4.0,12.0,2.0,0.0,44,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Kuchar, Matt",6169,T44,1,La Quinta Country Club,202,72.0,1.0,10:09am,66.0,,,,,,1.423,,,,,,,,,0.0,6.0,12.0,0.0,0.0,44,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Kuchar, Matt",6169,T44,2,Nicklaus Tournament Course,233,72.0,10.0,9:36am,68.0,,,,,,-0.549,,,,,,,,,0.0,6.0,10.0,2.0,0.0,44,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Kuchar, Matt",6169,T44,3,Pete Dye Stadium Course,704,72.0,1.0,9:03am,71.0,0.445,0.48,-0.957,0.432,-0.045,0.4,283.4,0.714,0.778,0.857,49.973,38.25,1.0,2.0,0.0,3.0,13.0,2.0,0.0,44,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Kuchar, Matt",6169,T44,4,Pete Dye Stadium Course,704,72.0,10.0,9:40am,68.0,3.019,0.279,-2.228,0.3,-1.649,1.37,278.6,0.714,0.667,0.857,65.001,29.593,4.0,2.0,0.0,8.0,7.0,2.0,1.0,44,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Smalley, Alex",18474,T44,1,La Quinta Country Club,202,72.0,10.0,10:20am,67.0,,,,,,0.423,,,,,,,,,0.0,7.0,9.0,2.0,0.0,44,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Smalley, Alex",18474,T44,2,Nicklaus Tournament Course,233,72.0,1.0,9:47am,70.0,,,,,,-2.549,,,,,,,,,0.0,5.0,11.0,1.0,1.0,44,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Smalley, Alex",18474,T44,3,Pete Dye Stadium Course,704,72.0,10.0,9:14am,67.0,3.297,-1.071,0.634,1.54,1.103,4.4,294.2,0.786,0.778,0.833,51.099,28.712,7.0,3.0,1.0,6.0,9.0,1.0,1.0,44,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Smalley, Alex",18474,T44,4,Pete Dye Stadium Course,704,72.0,10.0,9:07am,69.0,-2.275,0.211,1.923,0.511,2.645,0.37,288.8,0.571,0.889,0.5,22.458,29.248,4.0,3.0,0.0,3.0,15.0,0.0,0.0,44,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Castillo, Ricky",27819,T44,1,Nicklaus Tournament Course,233,72.0,10.0,10:42am,68.0,,,,,,-1.25,,,,,,,,,0.0,8.0,6.0,4.0,0.0,44,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Hisatsune, Ryo",22760,T44,1,Pete Dye Stadium Course,704,72.0,10.0,9:03am,68.0,-0.533,0.467,1.843,0.915,3.225,2.692,294.6,0.857,0.833,0.4,24.602,27.054,1.0,2.0,0.0,6.0,10.0,2.0,0.0,44,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Hisatsune, Ryo",22760,T44,3,Nicklaus Tournament Course,233,72.0,10.0,10:20am,69.0,,,,,,-0.2,,,,,,,,,0.0,5.0,11.0,2.0,0.0,44,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Hisatsune, Ryo",22760,T44,4,Pete Dye Stadium Course,704,72.0,1.0,8:34am,71.0,-1.329,0.557,-1.122,0.264,-0.301,-1.63,291.3,0.5,0.722,0.714,91.861,17.978,2.0,1.0,0.0,4.0,12.0,1.0,1.0,44,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Brennan, Michael",29197,T56,1,Pete Dye Stadium Course,704,72.0,1.0,9:14am,71.0,-1.223,-0.606,0.635,0.886,0.915,-0.308,299.6,0.5,0.722,0.571,39.714,24.055,4.0,5.0,0.0,4.0,11.0,3.0,0.0,56,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Brennan, Michael",29197,T56,2,La Quinta Country Club,202,72.0,10.0,8:41am,66.0,,,,,,1.961,,,,,,,,,1.0,5.0,11.0,1.0,0.0,56,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Brennan, Michael",29197,T56,3,Nicklaus Tournament Course,233,72.0,1.0,10:31am,68.0,,,,,,0.8,,,,,,,,,1.0,6.0,8.0,2.0,1.0,56,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Brennan, Michael",29197,T56,4,Pete Dye Stadium Course,704,72.0,10.0,10:24am,69.0,-1.225,-0.355,1.415,0.535,1.595,0.37,311.0,0.357,0.667,0.667,22.997,25.169,5.0,3.0,1.0,4.0,10.0,3.0,0.0,56,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"McCarthy, Denny",19870,T56,1,Pete Dye Stadium Course,704,72.0,1.0,9:36am,67.0,-0.423,0.08,2.853,1.182,4.115,3.692,285.4,0.857,0.833,0.4,15.348,25.825,6.0,2.0,0.0,7.0,9.0,2.0,0.0,56,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"McCarthy, Denny",19870,T56,2,La Quinta Country Club,202,72.0,10.0,9:03am,70.0,,,,,,-2.039,,,,,,,,,0.0,5.0,11.0,1.0,1.0,56,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"McCarthy, Denny",19870,T56,3,Nicklaus Tournament Course,233,72.0,1.0,8:30am,68.0,,,,,,0.8,,,,,,,,,0.0,5.0,12.0,1.0,0.0,56,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"McCarthy, Denny",19870,T56,4,Pete Dye Stadium Course,704,72.0,10.0,9:40am,69.0,0.782,-1.326,1.143,-0.229,-0.412,0.37,290.4,0.571,0.722,0.714,29.455,37.291,4.0,2.0,1.0,3.0,12.0,2.0,0.0,56,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Greyserman, Max",23465,T56,1,La Quinta Country Club,202,72.0,1.0,9:25am,67.0,,,,,,0.423,,,,,,,,,0.0,7.0,10.0,0.0,1.0,56,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Greyserman, Max",23465,T56,2,Nicklaus Tournament Course,233,72.0,10.0,8:52am,65.0,,,,,,2.451,,,,,,,,,1.0,7.0,8.0,2.0,0.0,56,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Greyserman, Max",23465,T56,3,Pete Dye Stadium Course,704,72.0,1.0,10:42am,71.0,-0.332,-0.241,0.344,0.629,0.732,0.4,295.4,0.571,0.667,0.625,39.314,34.612,0.0,1.0,0.0,3.0,13.0,2.0,0.0,56,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Greyserman, Max",23465,T56,4,Pete Dye Stadium Course,704,72.0,10.0,8:45am,71.0,-0.984,0.355,0.392,-1.393,-0.646,-1.63,288.5,0.5,0.722,0.75,33.259,33.277,2.0,4.0,0.0,4.0,11.0,3.0,0.0,56,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Hisatsune, Ryo",22760,T44,2,La Quinta Country Club,202,72.0,1.0,8:30am,65.0,,,,,,2.961,,,,,,,,,0.0,7.0,11.0,0.0,0.0,44,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Burns, Sam",19483,T27,3,Pete Dye Stadium Course,704,72.0,1.0,9:25am,68.0,0.255,0.309,1.608,1.228,3.145,3.4,294.7,0.714,0.722,0.714,29.105,32.057,6.0,2.0,1.0,3.0,13.0,1.0,0.0,27,2026-01-24
PGA,2026,2026,2026-01-25,The American Express,2,"Smotherman, Austin",22985,T8,2,La Quinta Country Club,202,72.0,10.0,9:25am,65.0,,,,,,2.961,,,,,,,,,0.0,7.0,11.0,0.0,0.0,8,2026-01-23
PGA,2026,2026,2026-01-25,The American Express,2,"Burns, Sam",19483,T27,1,La Quinta Country Club,202,72.0,1.0,10:31am,65.0,,,,,,2.423,,,,,,,,,0.0,7.0,11.0,0.0,0.0,27,2026-01-22
PGA,2026,2026,2026-01-25,The American Express,2,"Hoge, Tom",15575,T8,4,Pete Dye Stadium Course,704,72.0,1.0,10:24am,70.0,1.161,-1.014,-0.756,-0.021,-1.791,-0.63,285.2,0.5,0.722,0.8,30.459,22.887,5.0,3.0,0.0,5.0,11.0,1.0,1.0,8,2026-01-25
PGA,2026,2026,2026-01-25,The American Express,2,"Smotherman, Austin",22985,T8,1,Pete Dye Stadium Course,704,72.0,1.0,9:58am,66.0,-0.513,0.768,3.253,1.184,5.205,4.692,283.0,0.857,0.833,0.6,21.213,21.847,3.0,1.0,0.0,7.0,10.0,1.0,0.0,8,2026-01-22
