dg_id,target_season,player_name_latest,total_rounds_hist,raw_sg,wgh_sg,dec_raw_sg,dec_wgh_sg,avg_round_score
18417,2026,"Scheffler, Scottie",167,2.731994011976048,2.7432326545169907,2.7541102215142,2.747770526600746,67.88023952095809
19195,2026,"Rahm, Jon",129,2.248170542635659,2.211730547912011,2.2602594658308717,2.177122272533186,68.52713178294573
25680,2026,"Yu-cheng, Hsu",51,1.900313725490196,2.111660009359981,1.9031532323514713,2.1148153162994765,74.23529411764706
19841,2026,"DeChambeau, Bryson",108,1.9044444444444446,1.8729046616630454,1.9266733118402757,1.8617919980592539,68.89814814814815
10091,2026,"McIlroy, Rory",187,1.8708449197860963,1.867322067876976,1.8818443840225596,1.846014885855051,68.9672131147541
12294,2026,"Fleetwood, Tommy",200,1.49125,1.4950544336047713,1.568307838778985,1.5516855087089063,69.265
19895,2026,"Schauffele, Xander",151,1.5765099337748345,1.61832643747599,1.4886647809076838,1.5063011712440146,69.18543046357615
18079,2026,"Niemann, Joaquin",134,1.6300671641791045,1.5565393133911878,1.5785547744271256,1.4747650462904867,69.14179104477611
14796,2026,"Hatton, Tyrrell",165,1.5083454545454544,1.4884005583031614,1.46991422283601,1.4199359519547252,69.23636363636363
14578,2026,"Henley, Russell",149,1.0776174496644295,1.123470197768977,1.1160021152338226,1.1529791860538694,69.6241610738255
10419,2026,"Noren, Alex",143,1.1327622377622377,1.1184886340738722,1.169559575908643,1.123869619863601,69.18881118881119
24968,2026,"Griffin, Ben",228,1.0378640350877193,1.0021835672512318,1.116050143762404,1.0575789735068029,69.12053571428571
22085,2026,"Morikawa, Collin",161,1.0803602484472048,1.1217915489450148,1.0158041613564743,1.0442976941299047,69.63522012578616
23841,2026,"Neergaard-Petersen, Rasmus",126,1.4020873015873017,1.0541029210419943,1.4095716880060587,1.0417740394887818,69.8015873015873
23838,2026,"Hojgaard, Rasmus",188,1.1346648936170214,1.0970260154385445,1.1027069309701043,1.0265410739111849,69.66304347826087
23950,2026,"Aberg, Ludvig",164,1.0351036585365854,1.0463095792707544,1.012977118061621,1.0130207810707277,69.52439024390245
13562,2026,"Matsuyama, Hideki",176,1.0605,1.0347866205830372,1.0443739850431708,1.0024164160051725,69.5625
22322,2026,"Mckibbin , Tom",177,1.1207457627118644,1.089500915588763,1.0621496416860612,0.9989518243965384,69.98870056497175
28984,2026,"Puig, David",128,0.983953125,0.857469708567027,1.1262975632562806,0.9829686004780086,69.59375
18586,2026,"Smith, Jordan",198,1.1646565656565657,1.0163854165511346,1.149993811123265,0.9636410902131516,69.91326530612245
14139,2026,"Thomas, Justin",155,0.9715612903225805,0.9783394300009474,0.9551689432490696,0.9595478253084306,69.61935483870968
27194,2026,"Hall, Harry",196,0.9157806122448979,0.8938145501275314,0.9729058629049653,0.9382901663016134,69.14795918367346
14838,2026,"Reed, Patrick",153,1.0036339869281046,0.9433071447274078,1.0131055140084295,0.9310586438070393,69.72549019607843
15466,2026,"Cantlay, Patrick",147,0.8754761904761904,0.9016146135572335,0.8865800236982121,0.9083041184337107,69.84353741496598
23323,2026,"Macintyre, Robert",212,0.8947028301886792,0.867046609573745,0.9414724469828265,0.8976029927706662,69.32692307692308
17536,2026,"Spaun, J.J.",179,0.8460279329608938,0.8021987665992498,0.945132442824839,0.8899745680221611,69.49720670391062
13900,2026,"Lowry, Shane",201,0.9181990049751243,0.9135639972213537,0.9119130317048839,0.886257716881622,69.81725888324873
19483,2026,"Burns, Sam",179,0.8851620111731843,0.8857101522674995,0.8849168475499358,0.8763610434788354,69.59217877094972
18634,2026,"McNealy, Maverick",189,0.864005291005291,0.8879545086408988,0.8568192662524888,0.8757855776677582,69.53439153439153
17576,2026,"Conners, Corey",186,0.8775053763440861,0.8913053148295765,0.8599031990723837,0.867482186325691,69.89247311827957
