year,event_id,event_name,dg_id,decimal_odds,ev_current,ev_future_total,ev_current_pct_of_future,finish_num,finish_text,winnings,player_name_x,player_name_y,player_name
2024,6,Sony Open in Hawaii,8825,19.0,436842.0,9358696.0,,18,T18,106102,,,"Harman, Brian"
