course_num,course_name,status,n_player_events,r2,randomness,beta_ott,beta_app,beta_arg,beta_putt,beta_ott_shrunk,beta_app_shrunk,beta_arg_shrunk,beta_putt_shrunk,predictability,imp_ott,imp_app,imp_arg,imp_putt,primary_skill,predictability_pct,randomness_pct,r2_pct
5,Pebble Beach Golf Links,ok,665,0.0157726652583694,0.9842273347416306,0.2651244804489605,0.3804163349084227,0.23424265363072377,0.25171290807019425,0.7626418558781649,0.6264726244908,0.43638002845271234,0.42235397565120725,1.1588360365273653,0.33927636188388505,0.27869877743904364,0.19413231428498284,0.1878925463920885,OTT,0.016666666666666666,1.0,0.016666666666666666
6,Waialae Country Club,ok,1225,0.11327654265466669,0.8867234573453333,0.7669457240669703,0.861194388704945,0.8333159364159103,0.5733297199788231,0.9286276796765389,0.8492684732486314,0.7428826662361889,0.5697226654006903,1.568459396471885,0.30047799178072016,0.2747995681254235,0.2403760910477161,0.18434634904614028,OTT,0.21666666666666667,0.48333333333333334,0.5333333333333333
243,Trinity Forest Golf Club,ok,272,0.12380685732862762,0.8761931426713724,1.5464932484060991,0.3346712502526278,0.8832605168610614,0.2538301678319898,1.2701573721356454,0.7050710002179436,0.6751606694076502,0.4854489702543289,1.6738959040438668,0.4050455945966573,0.22484292795620442,0.21530470222653145,0.15480677522060693,OTT,0.5,0.38333333333333336,0.6333333333333333
872,Quail Hollow Club,ok,679,0.1512935714075757,0.8487064285924243,1.5620230695362174,0.99219697098197,0.770563806166352,0.5875530255886324,1.3533307664489822,0.9050082998388631,0.6806884390843444,0.5749208890040709,1.8559135125083097,0.38513108747267294,0.257547407721537,0.1937104256208547,0.16361107918493537,OTT,0.95,0.21666666666666667,0.8
244,Corales Golf Club,ok,944,0.15753891907472506,0.8424610809252749,1.3307663810013883,0.7851615149805292,0.7249233731124474,0.5751902773132478,1.2598658274244632,0.8061915150840255,0.6696405052964121,0.5701485735355765,1.7351352870435466,0.38110234622260647,0.24386841139375295,0.20256249684608205,0.17246674553755847,OTT,0.6833333333333333,0.15,0.8666666666666667
886,Liberty National Golf Club,ok,245,0.07396789062634468,0.9260321093736553,1.1174627308828464,0.9531381500900569,0.7363129751613147,0.19236484339518145,1.1624314913198566,0.859640554006684,0.6353321109409706,0.47702284889393193,1.6496746781303937,0.3708593275280258,0.2742576402612404,0.20269481787094512,0.1521882143397888,OTT,0.4166666666666667,0.85,0.16666666666666666
874,Hamilton Golf & Country Club,ok,280,0.1543836130122087,0.8456163869877913,1.566887231163493,0.7896186456557611,1.6233789227182678,0.6006503883751625,1.2774916334154915,0.8202766231004944,0.86858469942584,0.5736496288957268,1.8407476439372707,0.36087307927039675,0.2317163910031823,0.24536273028334485,0.1620477994430761,OTT,0.8833333333333333,0.2,0.8166666666666667
885,Royal Portrush Golf Club,ok,231,0.12918449087606043,0.8708155091239396,1.6202197386277102,0.5586279524368375,0.7393192283566049,0.7449269758999967,1.2756870019262405,0.7699792329561885,0.6346344507945374,0.6046921647868464,1.728773798493385,0.3883378320735537,0.23439297070234844,0.19319203410288474,0.18407716312121322,OTT,0.65,0.35,0.6666666666666666
884,Keene Trace Golf Club,ok,567,0.17252423287471852,0.8274757671252815,1.7455506489425268,0.6977161182493956,0.8276538785805779,0.5762772575759821,1.4123553455108744,0.7757209738202839,0.6970044814732845,0.5692089945193279,1.845617722566994,0.4088699643622385,0.2245674276867021,0.2017793881731785,0.16478321977788082,OTT,0.9333333333333333,0.05,0.9666666666666667
876,Detroit Golf Club,ok,1085,0.11510824131624009,0.8848917586837599,1.2426142692774962,0.6629235745317906,0.3939590919070751,0.816056447561445,1.2144291891400723,0.7342586793272752,0.48327373567001,0.7091674992395264,1.658446896698516,0.3866218640407028,0.23375628799781178,0.15385350928443678,0.22576833867704862,OTT,0.45,0.45,0.5666666666666667
883,TPC Twin Cities,ok,1074,0.1364131785822521,0.8635868214177479,1.1092671296955228,0.9470610411725893,0.7679771378948939,0.8132926807881388,1.1378417484823609,0.8975181912402785,0.6981498522507515,0.7069561524166491,1.7571064184716063,0.33072315403607017,0.260871116223009,0.20292305273044245,0.2054826770104784,OTT,0.7666666666666667,0.3,0.7166666666666667
875,Accordia Golf Narashino Country Club,ok,364,0.0557688926640153,0.9442311073359847,1.2177548686461048,0.5429889693830781,0.25624492825559847,0.17255287205084477,1.1891970030499441,0.7409394476119943,0.49553138393799845,0.4417257181175661,1.5504366286967435,0.41473100262881996,0.2584017275583907,0.17281596503150762,0.15405130478128165,OTT,0.18333333333333332,0.9666666666666667,0.05
765,Port Royal Golf Course,ok,784,0.09096816552420661,0.9090318344757934,0.7482917646994212,0.9075458554987381,0.40251719851319545,0.7055219593087083,0.9644086381864261,0.8688898250479365,0.5044816039476878,0.6341469107073022,1.530260612628345,0.32450616901473944,0.29236580559089564,0.16974899036919408,0.2133790350251708,OTT,0.15,0.6833333333333333,0.3333333333333333
