tour,event_name,course_name,event_id,date_start,date_end,last_updated,current_round,tz_offset,dg_id,player_num,player_name,am,pre_tourn_pageviews,country,dg_rank,owgr_rank,tour_rank,r1_course_code,r1_course_name,r1_course_num,r1_round_num,r1_start_hole,r1_teetime,r1_wave,r2_course_code,r2_course_name,r2_course_num,r2_round_num,r2_start_hole,r2_teetime,r2_wave,r3_course_code,r3_course_name,r3_course_num,r3_round_num,r3_start_hole,r3_teetime,r3_wave,r4_course_code,r4_course_name,r4_course_num,r4_round_num,r4_start_hole,r4_teetime,r4_wave,partner_dg_id,partner_player_name
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,22465,51003,"Penge, Marco",0,0,ENG,88.0,37.0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20706,"Wallace, Matt"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,16341,36824,"Peterson, Paul",0,0,USA,262.0,239.0,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26660,"Gordon, Will"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,27164,57900,"Phillips, Chandler",0,0,USA,213.0,157.0,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23656,"Young, Carson"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,7899,25818,"Piercy, Scott",0,0,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25442,"Montgomery, Taylor"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,10104,28252,"Power, Seamus",0,0,IRL,122.0,169.0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20722,"Schmid, Matti"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,14704,34256,"Putnam, Andrew",0,0,USA,73.0,92.0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22985,"Smotherman, Austin"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,18554,46414,"Rai, Aaron",0,0,ENG,86.0,41.0,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23014,"Theegala, Sahith"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,19840,47983,"Ramey, Chad",0,0,USA,106.0,145.0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17723,"Lower, Justin"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,7961,26476,"Reavie, Chez",0,0,USA,493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6931,"Byrd, Jonathan"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,21407,49855,"Reitan, Kristoffer",0,0,NOR,76.0,46.0,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15651,"Ventura, Kris"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,19872,47995,"Riley, Davis",0,0,USA,470.0,121.0,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19865,"Hardy, Nick"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,18424,39335,"Roy, Kevin",0,0,USA,118.0,137.0,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23505,"McGreevy, Max"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,16591,37076,"Rozo, Marcelo",0,0,COL,453.0,490.0,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9171,"Villegas, Camilo"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,16715,37275,"Ryder, Sam",0,0,USA,166.0,216.0,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15470,"Hossler, Beau"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,30814,64442,"Sargent, Gordon",0,0,USA,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28270,"Dunlap, Nick"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,19477,47347,"Schenk, Adam",0,0,USA,367.0,150.0,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18187,"Duncan, Tyler"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,20722,48867,"Schmid, Matti",0,0,GER,152.0,89.0,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10104,"Power, Seamus"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,32055,63807,"Shipley, Neal",0,0,USA,256.0,160.0,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24343,"Lamprecht, Christo"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,23482,51890,"Sigg, Greyson",0,0,USA,199.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25908,"Whaley, Vince"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,17381,39327,"Silverman, Ben",0,0,CAN,276.0,246.0,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23542,"Champ, Cameron"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,10873,27139,"Skinns, David",0,0,ENG,245.0,252.0,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18761,"Mullinax, Trey"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,18474,46340,"Smalley, Alex",0,0,USA,53.0,106.0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21995,"Springer, Hayden"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,18586,46464,"Smith, Jordan",0,0,ENG,69.0,68.0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15310,"Li, Haotong"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,22985,50095,"Smotherman, Austin",0,0,USA,111.0,86.0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14704,"Putnam, Andrew"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,8820,27649,"Snedeker, Brandt",0,0,USA,197.0,261.0,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17365,"Mitchell, Keith"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,21995,50484,"Springer, Hayden",0,0,USA,218.0,238.0,T172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18474,"Smalley, Alex"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,23048,51600,"Stanger, Jimmy",0,0,USA,375.0,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25003,"Walker, Danny"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,12069,30110,"Stanley, Kyle",0,0,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11374,"Hahn, James"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,25569,55893,"Stevens, Sam",0,0,USA,41.0,45.0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19846,"Bauchou, Zach"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,14852,34431,"Streb, Robert",0,0,USA,,,T189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13367,"Merritt, Troy"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,8480,27214,"Streelman, Kevin",0,0,USA,284.0,377.0,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14509,"Dahmen, Joel"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,29279,60019,"Suber, Jackson",0,0,USA,274.0,206.0,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16394,"Jaeger, Stephan"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,13997,40115,"Svensson, Adam",0,0,CAN,224.0,368.0,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13965,"Hadwin, Adam"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,26850,57586,"Svensson, Jesper",0,0,SWE,242.0,186.0,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25475,"Nyholm, Pontus"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,23014,51634,"Theegala, Sahith",0,0,USA,43.0,73.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18554,"Rai, Aaron"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,27364,58168,"Thompson, Davis",0,0,USA,87.0,119.0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26653,"Eckroat, Austin"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,26649,57364,"Thorbjornsen, Michael",0,0,USA,54.0,59.0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24304,"Vilips, Karl"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,17032,38991,"Tosti, Alejandro",0,0,ARG,451.0,317.0,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12909,"Campos, Rafael"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,17550,40006,"Van Rooyen, Erik",0,0,RSA,301.0,164.0,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18103,"Bezuidenhout, Christiaan"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,25319,55573,"VanDerLaan, John",0,0,USA,223.0,270.0,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24956,"Blanchet, Chandler"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,15651,35658,"Ventura, Kris",0,0,NOR,158.0,244.0,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21407,"Reitan, Kristoffer"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,24304,54304,"Vilips, Karl",0,0,AUS,217.0,154.0,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26649,"Thorbjornsen, Michael"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,9171,27770,"Villegas, Camilo",0,0,COL,412.0,464.0,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16591,"Rozo, Marcelo"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,25003,54607,"Walker, Danny",0,0,USA,283.0,215.0,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23048,"Stanger, Jimmy"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,20706,48887,"Wallace, Matt",0,0,ENG,84.0,67.0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22465,"Penge, Marco"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,7955,27095,"Watney, Nick",0,0,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5768,"Hoffman, Charley"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,25908,51894,"Whaley, Vince",0,0,USA,120.0,124.0,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23482,"Sigg, Greyson"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,25002,54783,"Wu, Dylan",0,0,USA,194.0,338.0,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16757,"Dou, Zecheng"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,23656,52513,"Young, Carson",0,0,USA,211.0,167.0,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27164,"Phillips, Chandler"
upcoming_pga,Zurich Classic of New Orleans,TPC Louisiana,18,2026-04-23,2026-04-26,2026-04-18 07:10:30 UTC,1,-18000,17881,45242,"Yu, Kevin",0,0,TPE,112.0,105.0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24766,"Kim, Tom"
