dg_id,target_season,player_name_latest,total_rounds_hist,raw_sg,wgh_sg,dec_raw_sg,dec_wgh_sg,avg_round_score
18417,2025,"Scheffler, Scottie",163,2.5642085889570554,2.6270588958018166,2.5802937004516417,2.67729794815691,67.98159509202453
19195,2025,"Rahm, Jon",142,2.1952042253521125,2.211081498865346,2.21549416105819,2.2813474487365295,68.45070422535211
19895,2025,"Schauffele, Xander",168,1.9205833333333335,2.009595064950541,1.9377235214235131,2.052099690048735,68.8048780487805
10091,2025,"McIlroy, Rory",177,1.8634858757062147,1.8971332436998085,1.8547895496386408,1.9140382322603622,69.06214689265536
14796,2025,"Hatton, Tyrrell",174,1.663103448275862,1.6707302515004323,1.6953741292019509,1.7366995272738213,69.0919540229885
18079,2025,"Niemann, Joaquin",132,1.4323863636363636,1.5576853034474225,1.5020043399313772,1.6413663181099742,69.0909090909091
19841,2025,"DeChambeau, Bryson",108,1.4834999999999998,1.5410745356086009,1.54072047989843,1.6240284849088702,68.98148148148148
22085,2025,"Morikawa, Collin",158,1.4502341772151899,1.5042425903694838,1.4236664067707243,1.4976164889226733,69.32051282051282
12294,2025,"Fleetwood, Tommy",192,1.3686458333333336,1.3671508830575814,1.3706741450950537,1.3916002673420307,69.41145833333333
23838,2025,"Hojgaard, Rasmus",164,1.332810975609756,1.29072064177219,1.3724125169472448,1.3723865356523848,69.84146341463415
23950,2025,"Aberg, Ludvig",149,1.4130671140939597,1.308420153160674,1.4013185483099435,1.3239012552328233,68.88590604026845
5689,2025,"Garcia, Sergio",92,1.0436847826086957,1.1203273286814956,1.150309652072219,1.252602063412196,69.1086956521739
18841,2025,"Hovland, Viktor",149,1.272744966442953,1.285492804594678,1.1902376914113604,1.2154359935752195,69.42953020134229
15466,2025,"Cantlay, Patrick",145,1.2272965517241379,1.2512479946022323,1.1371920633610944,1.172065096016477,69.46099290780141
18586,2025,"Smith, Jordan",199,1.201492462311558,1.1050882673601663,1.2157758803577683,1.1685607025602942,70.03517587939699
23465,2025,"Greyserman, Max",85,0.9948117647058823,1.1038684921648287,1.0544381632730855,1.1672446148777926,69.01176470588236
16243,2025,"Koepka, Brooks",116,1.1828793103448276,1.1949750650273487,1.1275375675052761,1.161977844986948,69.35344827586206
14424,2025,"Burmester, Dean",130,1.0578615384615384,1.1318554623613721,1.0542631347095193,1.1423545782989084,69.46923076923076
7672,2025,"Oosthuizen, Louis",101,0.9722871287128713,1.0701625147934193,1.02486758802816,1.1349401752175945,69.25742574257426
15856,2025,"Smith, Cameron",121,1.1403388429752066,1.1307220512929466,1.0993040876151727,1.1130945336434763,69.43801652892562
13562,2025,"Matsuyama, Hideki",151,1.0522649006622515,1.060725281139597,1.075990851181671,1.1030492050267642,69.69536423841059
6430,2025,"Scott, Adam",169,1.0399289940828402,1.03728696601741,1.051171333142033,1.0679648032171374,69.66863905325444
14838,2025,"Reed, Patrick",126,1.0206190476190478,1.0346176262130935,1.0220438245904344,1.0593987551668105,69.41269841269842
11460,2025,"Manassero, Matteo",109,0.877348623853211,1.0448305027393354,0.8858015420027412,1.0485583713735782,70.4954128440367
18580,2025,"Gooch, Talor",97,1.0689690721649485,1.0678647537683112,1.0228709791494615,1.0383361904022692,69.04123711340206
18105,2025,"Lawrence, Thriston",192,0.9252447916666666,0.9460312445064446,0.9825196720251599,1.02381052968585,70.359375
14578,2025,"Henley, Russell",149,1.0046845637583892,1.028252822931032,0.9834025735675412,1.0217091283579196,69.60402684563758
13900,2025,"Lowry, Shane",183,0.9278087431693989,0.9444559476823494,0.9623855738258323,0.9977047548072755,70.01639344262296
17488,2025,"Im, Sungjae",191,0.9827434554973823,1.0064736211664693,0.9548351168810738,0.9917959600622623,69.53475935828877
17576,2025,"Conners, Corey",171,0.908608187134503,0.9212983174831785,0.9440770311619061,0.9779790710063829,69.76023391812865
13412,2025,"Olesen, Thorbjorn",194,1.121742268041237,0.9489340437685079,1.091541158593061,0.9762772819136025,69.85263157894737
16841,2025,"Woo Lee, Min",169,0.9997218934911243,0.9952019168116207,0.9565178151018542,0.9716730270382339,69.81065088757397
26850,2025,"Svensson, Jesper",101,0.868009900990099,0.9846177900012661,0.8450779002462172,0.9571860747129682,70.22772277227723
25362,2025,"Fitzpatrick, Alex",161,0.9780310559006211,0.9445676914681927,0.958359374863033,0.954103363038596,70.29936305732484
14795,2025,"Canter, Laurie",128,0.82584375,0.8832919265248887,0.8787030998827113,0.9480355203366234,70.2265625
25094,2025,"Fishburn, Patrick",77,0.7652597402597402,0.8730027618282672,0.8301224422828459,0.9469595693777509,69.14285714285714
14139,2025,"Thomas, Justin",151,0.9093311258278145,0.9060326508724069,0.9355882935980602,0.9442215153662487,69.84105960264901
22322,2025,"Mckibbin , Tom",194,0.9038762886597939,0.8799163285334347,0.9306820380048333,0.9333303762101308,70.37113402061856
10419,2025,"Noren, Alex",165,0.8635393939393939,0.8516852704740387,0.9015336764557307,0.9113918562376909,69.78787878787878
20522,2025,"Veerman, Johannes",169,0.6988284023668639,0.7900971242073972,0.7931595296319912,0.8960149867453266,70.67455621301775
16652,2025,"Langasque, Romain",198,0.9366868686868687,0.8477563041680317,0.9327072505293348,0.8888002616823205,70.3030303030303
11676,2025,"Finau, Tony",165,0.8986424242424244,0.8907458365563894,0.8705646909363605,0.8830491685075637,69.67878787878787
18554,2025,"Rai, Aaron",206,0.8331504854368932,0.8493876927633165,0.8521645182723343,0.882939455920378,69.71782178217822
24766,2025,"Kim, Joohyung",188,0.8749255319148935,0.8519069007121286,0.8882024084576348,0.881627014953717,69.59239130434783
18103,2025,"Bezuidenhout, Christiaan",183,0.7876120218579236,0.8353330170194005,0.8159416119139563,0.8700787548122796,69.94535519125684
18517,2025,"Soderberg, Sebastian",166,0.8808373493975903,0.8540839829871651,0.8665807382435221,0.8612185500304294,70.02409638554217
14459,2025,"An, Byeong Hun",170,0.8636352941176472,0.8440621814312619,0.8522220328221249,0.855487200505471,69.75301204819277
19483,2025,"Burns, Sam",161,0.8102732919254659,0.826181302782228,0.8134230247910679,0.8445968891141509,69.85350318471338
15676,2025,"Moller, Niklas Norgaard",200,0.7902450000000001,0.7561607222906436,0.8262154549686391,0.8292064969877213,70.345
24968,2025,"Griffin, Ben",211,0.7616682464454976,0.7779134820581982,0.7856815786238808,0.8207704448909048,69.36842105263158
18634,2025,"McNealy, Maverick",136,0.6377058823529411,0.7162367184214943,0.7263828426928391,0.8187296142499313,69.66911764705883
28159,2025,"Meissner, Mac",83,0.6640963855421687,0.7660680766297344,0.7108792202836237,0.8145169069098801,69.34939759036145
27364,2025,"Thompson, Davis",174,0.685235632183908,0.715914216111155,0.7625516427002852,0.81093174569375,69.65116279069767
19870,2025,"McCarthy, Denny",165,0.8514242424242425,0.8285998936729627,0.8117717108936874,0.8059240323545127,69.67701863354037
10201,2025,"Guerrier, Julien",179,0.7691731843575418,0.7336203678079942,0.8021380847592515,0.8025181687699989,70.40223463687151
15004,2025,"Kim, Chan",90,0.6708,0.7881802955644972,0.6763039427355896,0.7924190645129564,69.26666666666667
18770,2025,"Rozner, Antoine",189,0.8691693121693121,0.7731514288676881,0.8528432683453342,0.7895387809874227,70.32804232804233
12177,2025,"Pavan, Andrea",107,0.6691588785046728,0.7646422578820735,0.6849056794589422,0.7826359957265128,70.83177570093459
20706,2025,"Wallace, Matt",214,0.7476355140186915,0.6917588325646779,0.8094526992126824,0.782192967752661,69.7877358490566
12426,2025,"Waring, Paul",163,0.7331472392638037,0.7311876592719089,0.7624048894791507,0.775818315230547,70.52147239263803
23604,2025,"Clark, Wyndham",169,0.9209940828402366,0.8554563950780881,0.8234734299331309,0.7715161313347826,69.66060606060606
21646,2025,"Ferguson, Ewen",187,0.8677005347593583,0.7510061684933793,0.8467043731199753,0.7632942560671476,70.41711229946524
23014,2025,"Theegala, Sahith",185,0.7756918918918918,0.7658895056654,0.7523741307206367,0.7573020513947758,69.92817679558011
23323,2025,"Macintyre, Robert",199,0.8052412060301507,0.6979766810282035,0.8242910727755238,0.7559704196619464,69.87437185929649
